they have to be careful because if they get to close they could get bitten or they could hurt the quokka.,Label_2,You have the right idea! Now be more specific. What are the risks of taking quokka selfies? How can tourists hurt the quokkas? Use information from the text to support your response.,True
it can be dangerous for visitors  quokkas can cause infections,Label_10,"You have the right idea! Now be more specific. Quokkas can cause infections, but what specifically can cause these infections? And what is the contrast to the fact that many tourists enjoy taking quokka selfies?",True
experts say it can be dangerous and that tourists should avoid getting too close to quokkas.,Label_5,You have the right idea! Now be more specific. What are the risks of taking quokka selfies? What can happen if a tourist gets too close to a quokka?,True
the animals may be harmed by humans and by feeding them human food.,Label_4,You have the right idea! Now be more specific. How can feeding quokkas human food harm them? What negative effects can quokka selfies lead to? Use information from the text to support your response.,True
tourists need to be careful not to get to close to them and to not feed them because it can lead to infection or death also people don't need to touch them.,Optimal_2,"You have the right idea! Now be more specific. Taking quokka selfies can be risky. What specific negative effects can feeding quokkas human food lead to? Also, what can happen if tourists get too close to quokkas? Try to focus on one specific risk.",False
studies warn against it because many people have been bitten by them and there are 12000 endangered quokkas.,Label_2,Try clearing your response and starting again. Your response doesn't show a clear contrast to the fact that many tourists enjoy taking quokka selfies. Reread the text and try again.,False
death and infections are possible because of human contact,Label_9,"You have the right idea! Now be more specific. Human food can be harmful to quokkas. What can happen to quokkas if they eat human food? Also, what is the risk of getting too close to quokkas? Use information from the text to support your response.",True
it's dangerous for the animal the quokka can be harmed the animal could attack them if not treated right tourist in the first place should not get close to any animal so they won't cause harm to it,Label_5,Try clearing your response and starting again. Your response is a bit confusing and hard to understand. Can you think of a clear and specific contrast to the fact that many tourists enjoy taking selfies with quokkas? Remember to use information from the text.,False
it is actually not such a good idea because quokkas can become violent and bite people.,Label_2,"You have the right idea! Now be more specific. Quokkas can sometimes bite people. How many people are bitten by quokkas each year? Also, is there another reason why taking quokka selfies might not be a good idea?",True
there are some tourists that negatively affect the animals and their habitat selfies can be dangerous because quokkas can't eat human food because can cause infections and sometimes even death.,Optimal_2,You have the right idea! Now be more specific. What is a contrast to the fact that many tourists enjoy taking quokka selfies? Focus on one issue only and use clear language.,False
experts say tourists should avoid getting too close as it can be dangerous.,Label_5,"You have the right idea! Now be more specific. Tourists should avoid getting too close to quokkas, but why? What can happen if a tourist gets too close?",True
"tourists should avoid getting to close to them because it can be dangerous, according to experts",Label_5,"You have the right idea! Now be more specific. What are the dangers of getting too close to quokkas, according to the experts? How does this contrast with the fact that many tourists enjoy taking selfies with them?",True
The more children the more help people have to work on farms and they can have children to help farm also To help with the villages to farm.,Optimal_1,It's true that young people can work and have children in rural villages! Now try to make your response more concise and clear.,False
they believed in the Enlightenment philosophy literally.,Label_8,"Almost there! Be more specific. What did it mean to take ideas about freedom and rights ""literally""? How would that impact enslaved people in Haiti?",False
they believe that Enlightenment ideas should be applied literally.,Label_8,"Almost there! Be more specific. What did it mean to take ideas about freedom and rights ""literally""? How would that impact enslaved people in Haiti?",False
"after the Enlightenment, the thinkers thought that applying Enlightenment ideas to life would be the best way to go.",Label_8,"Almost there! Be more specific. What did it mean to take ideas about freedom and rights ""literally""? How would that impact enslaved people in Haiti?",False
they thought that Enlightenment values should be directly applied to real life.,Label_8,"Almost there! Be more specific. What did it mean to take ideas about freedom and rights ""literally""? How would that impact enslaved people in Haiti?",False
the revolutionaries believed that enlightenment ideas should be applied literally.,Label_8,"Almost there! Be more specific. What did it mean to take ideas about freedom and rights ""literally""? How would that impact enslaved people in Haiti?",False
they desired self-determination.,Optimal_1,Almost there! Be more specific. What did self-determination mean for enslaved people in Haiti? How would it impact their lives and labor?,False
they thought that Enlightenment ideals should be directly applied to the real world.,Label_8,"Almost there! Be more specific. What did it mean to take ideas about freedom and rights ""literally""? How would that impact enslaved people in Haiti?",False
They aren't treated right and not paid well on their own island and they wanted to live how they want to live and not be told what to do.,Optimal_1,"Good effort! Your response includes some relevant information, but it could be more concise and focused. Try to condense your ideas into a clear and specific explanation of why enslaved people led a rebellion in Saint-Domingue in August of 1791.",False
they believed in Enlightenment ideals wholeheartedly.,Label_8,"Almost there! Be more specific. What did it mean to take ideas about freedom and rights ""literally""? How would that impact enslaved people in Haiti?

Response: they wanted to end slavery while the country was governed by a colonial power.
Feedback: Great job! You used information from the text to explain why enslaved people led a rebellion in Saint-Domingue in 179",False
u can't change the filter on ur pitrue so that people think u or not something or some faking it being fake and mssing with people....,Label_5,"Revise your work. Your response is a bit unclear and has some spelling errors. Remember, the goal is to introduce a contrasting idea to the fact that some people think BeReal is more authentic than other forms of social media. Why do some people think the app is inauthentic? Also, make sure your response only uses information from the text.",False
other think consider BeReal as a  more inauthentic,Label_2,Revise your work. Your sentence is not clear and does not provide a reason why some people consider BeReal to be inauthentic. Remember to use information from the text to support your point.,False
"many people who still use the app are still presenting carefully curated versions of themselves, while others feel that many people who still use the app are still presenting carefully curated versions of themselves.",Label_3,"Good job! You've used information from the text to show a contrast to the idea that BeReal is more authentic than other forms of social media. However, your response is repetitive. Try to avoid repeating the same information and make your point more concise.",False
ssfjef dfdegfiergddd ddgd dgig r bgfidf s s sisdv dviof ffod r rg ssos fd dffiod d de dfg r  rg rg rg ss,Label_0,Your response is not clear and does not seem to be related to the text. Please revise your response to show a contrast to the idea that some people think BeReal is more authentic than other forms of social media.,False
people are still presenting carefully curated versions of themselves there is not a time limit so they can wait to post something more scenic it will just be labeled as late.,Optimal_1,"Good job! You've used information from the text to show a contrast to the idea that BeReal is more authentic than other forms of social media. However, your response is a bit long and could be clearer with some punctuation. Try breaking it up into shorter sentences or using commas to separate your ideas.",False
people are taking to many butiful pictures of them self insted of taking fun pictures.,Label_3,"Revise your work. Your response is on the right track, but make sure to use correct spelling and grammar. Also, try to include more specific details from the text. Why do some people think the app is inauthentic?",False
some people argue to be authentic on social media.,Optimal_3,Revise your work. Your response is not clear. What is a contrast to the idea that some people think BeReal is more authentic than other forms of social media? Why do some people think the app is inauthentic?,False
they aren't as real as they say they are they still allow to post BeReal late when they are doing something more interesting.,Optimal_1,"Good job! You've used information from the text to show a contrast to the idea that BeReal is more authentic than other forms of social media. However, make sure to use proper punctuation in your sentences to make them clearer.",False
it's possible to psot later then two minutes but it will labeled as late which made lots of agrues.,Label_1,"Good start, but your response could be clearer. Try to explain why posting later than two minutes might make the app seem less authentic. Also, remember to check your spelling and grammar.",False
many people who use the app of bereal there is a still presenting carefully curated version about of themselves.,Label_3,"Your response is a bit unclear. Remember to use clear and concise language. You're on the right track by mentioning that people present curated versions of themselves on BeReal. Now, try to explain how this contrasts with the idea of BeReal being more authentic.",False
it is poolside for people to what longer periods of time bi-for that tack the picker when that are bung something more interesting...,Label_0,"Your response is a bit unclear and seems to have some spelling errors. Remember, the goal is to provide a contrasting or surprising idea about the fact that some people consider BeReal a more authentic form of social media. Try to revise your response using information from the text.",False
many people who use the app of bereal there is a still presenting carefully curated version about of themselves..,Label_3,"Your response is a bit unclear and seems to have some grammatical errors. Try to revise it to clearly contrast the idea that some people think BeReal is more authentic than other forms of social media. For example, you could say that even though some people consider BeReal a more authentic form of social media, others argue that users are still presenting carefully curated versions of themselves.",False
"since people use BeReal everyday, but since millions of people use this app it's possible or not to post later or be used as late.",Label_1,"Revise your work. Your response is a bit confusing. Remember, 'but' is used to introduce a contrasting idea. What is a contrast to the idea that some people think BeReal is more authentic than other forms of social media? Also, make sure your response is clear and concise.",False
others like Emiy Bootle think that it is impossible to be authentic on BeReal she thinks that all people who use the app are using curated photo of them selves.,Label_3,"Good job! You've used information from the text to show a contrast to the idea that BeReal is more authentic than other forms of social media. However, make sure to check your spelling and grammar for errors.",False
u can't change the filter on ur pitrue so that people think u or not something or some faking it being fake and mssing with people.,Label_5,"Your response is a bit unclear and has some spelling errors. Remember, the goal is to provide a contrasting or surprising idea about the fact that some people consider BeReal a more authentic form of social media. Try to use information from the text to support your point.",False
others like Emiy Bootle think that it is impossible to be authentic on BeReal she thinks that all people who use the app are using curated photo of them selves,Label_3,"Good job! You've used information from the text to show a contrast to the idea that BeReal is more authentic than other forms of social media. However, make sure to check your spelling and grammar for a more polished response.",False
it feels more casul.....,Label_0,"Revise your work. Your response is not clear and does not seem to be related to the text. Remember, you need to introduce a contrasting idea to the fact that some people think BeReal is more authentic than other forms of social media. Why do some people think the app is inauthentic?",False
it feels more casul...,Label_0,Revise your work. Your response is incomplete and does not provide a contrasting idea to the fact that some people consider BeReal a more authentic form of social media. Remember to use information from the text.,False
it feels more casul..,Label_0,Revise your work. Your response is not clear and does not seem to use information from the text to show a contrast to the idea that BeReal is more authentic than other forms of social media. Why do some people think the app is inauthentic?,False
some aren't convinced that this app is authenticity because some time people don't have to post right away people can post whenever people want and it will say late.,Optimal_1,"Good job! You've used information from the text to show a contrast to the idea that BeReal is more authentic than other forms of social media. However, try to make your sentence more clear and concise.",False
"many think otherwise because the time limit to post a BeReal, many aren’t ok with the fact BeReal doesn’t usually go off when they’re doing something interesting which marks it as late if its past.",Optimal_1,"Good start! You've mentioned that people can post later, which is a contrast to the idea that BeReal is more authentic. However, your sentence is a bit confusing. Try to make it clearer and more concise. Also, consider adding that some people believe it's impossible to be truly authentic on social media.",False
other's feel like .,Label_0,Your response is incomplete. Try to use information from the text to show a contrast to the idea that some people think BeReal is more authentic than other forms of social media.,False
the blank thet fjr,Label_0,Your response is not clear and does not seem to be related to the text. Please revise your response to show a contrast to the idea that some people think BeReal is more authentic than other forms of social media.,False
it can also be considered unauthentic because expose to waiting until something interesting is happening in their day to be able to post that.,Optimal_1,"Good job! You've used information from the text to show a contrast to the idea that BeReal is more authentic than other forms of social media. However, make sure to check your grammar and sentence structure to ensure your response is clear and easy to understand.",False
it's possible to psot later then two minutes but it will labeled as late.,Label_1,"Good start! You've mentioned that people can post later than the suggested two minutes. However, your response could be improved by explaining why this might make the app seem less authentic. Also, be careful with spelling - it should be 'post', not 'psot'.",False
some are not sold on the new appspromise of authenticly.,Label_2,Revise your work. Your response is a bit unclear. Try to explain why some people are not sold on the app's promise of authenticity. What do they do or believe that contrasts with the idea that BeReal is more authentic than other forms of social media?,False
the post will be late and inauthentic so.,Optimal_1,Revise your work. Your response is a bit unclear. Try to explain how the possibility of posting later can make BeReal less authentic.,False
the post will be late and inauthentic so so.,Optimal_1,Revise your work. Your response is a bit unclear. Try to explain how the possibility of posting later can make BeReal seem inauthentic.,False
"other people don't think the app is being legit, Emily Bootle states that many people still present edited videos.",Label_3,"Good start! You've mentioned that some people, like Emily Bootle, don't believe the app is authentic. Now, try to explain why they feel this way. Do they think people are still curating their posts? Are they posting later when they're doing something more interesting?",False
it feels more casul....,Label_0,Revise your work. Your response is incomplete and does not provide a contrasting idea to the fact that some people consider BeReal a more authentic form of social media. Remember to use information from the text.,False
it is possible to post later on when the user is found something impossible.,Label_1,"Revise your work. Your response is a bit unclear. Remember, the goal is to show a contrast to the idea that BeReal is more authentic than other forms of social media. Try to explain why some people think the app is inauthentic.",False
u can't change the filter on ur pitrue so that people think u or not something or some faking it being fake and mssing with people.....,Label_5,"Revise your work. Your response is a bit unclear and has some spelling errors. Remember, the goal is to provide a contrast to the idea that some people think BeReal is more authentic than other forms of social media. Why do some people think the app is inauthentic? Use information from the text to support your answer.",False
they don't have large university's or high paying jobs being a farmer isn't a easy job.,Label_3,"Nice work! You used information from the text to show a contrasting or suprising idea about the fact that young residents are essential to the survival of rural Japanese villages. However, try to make your response more concise and clear.",False
their faces are so remarkable that the animals quickly be,Label_1,This response is incomplete and does not make sense. Please try again.,False
they always have a big smile on there face and there very friendy.,Label_1,"Nice work! You used information from the text to explain why many tourists enjoy taking quokka selfies. However, be careful with your spelling and grammar. It should be ""their face"" and ""they're very friendly"".",False
estimated hat approximately $335 million could be needed.,Optimal_2,"Good start, but your sentence seems incomplete. Try to finish your thought and make sure it contrasts or surprises the idea that Ancient Pompeii needed restoration work.",False
"the IMC, Italian, Ministry Culture, not have the funding to sufficiently fix the damage.",Optimal_1,"Good job! You used information from the text to show a contrasting or surprising idea about Ancient Pompeii's need for restoration work. However, be careful with your sentence structure to ensure it is clear and grammatically correct.",False
the Italian Ministry of couture did not have enough money.,Optimal_1,"Good job, but be careful with spelling. It's the Italian Ministry of Culture, not couture.",False
more is needed to fully restore it,Label_0,That's true! Now be more specific. Who didn't have enough funding to preserve the city? And how much would it cost to preserve the city?,False
tons of tourists are bitten each year and quokkas can get infections from eating human food given to them.,Optimal_2,You have the right idea! Now be more specific. Quokka selfies can sometimes lead to bites. How many people are bitten by quokkas each year? And what can happen to quokkas if they eat human food?,False
experts say to avoid them because they can bite humans or humans could harm them from feeding them human food.,Label_2,You have the right idea! Now be more specific. Quokkas can bite humans and human food can harm them. How many people are bitten by quokkas each year? What can happen to quokkas if they eat human food?,True
it can be dangerous for both parties as there is a risk of being bitten by the quokka or the quokka being in danger due to foods like bread causing harm.,Label_2,"You have the right idea! Now be more specific. Quokka selfies can sometimes lead to bites. How many people are bitten by quokkas each year? Also, human food can be harmful to quokkas. What can happen to quokkas if they eat human food?",True
"getting too close to these quokkas can cause harm to both the quokkas and the people, getting bit and feeding them something they aren't supposed to eat can cause great harm.",Label_2,You have the right idea! Now be more specific. Quokka selfies can sometimes lead to bites and feeding them human food can be harmful. How many people are bitten by quokkas each year? What can happen to quokkas if they eat human food?,True
"the photos might badly affect the animals and their habitat, and island visitors have been bitten by quokkas, also human food can give quokkas infections.",Optimal_2,"You have the right idea! Now be more specific. Quokka selfies can sometimes lead to bites. How many people are bitten by quokkas each year? Also, human food can be harmful to quokkas. What can happen to quokkas if they eat human food?",False
experts say to avoid getting to close because it can be dangerous.,Label_5,You have the right idea! Now be more specific. Why do experts say getting too close to quokkas can be dangerous? What can happen to tourists or to the quokkas?,True
they have to be careful not to get too close and get bitten or feed the quokkas something that can kill or seriously harm them.,Optimal_2,"You have the right idea! Now be more specific. Tourists shouldn't get too close to the quokkas. How many people are bitten by quokkas each year? Also, human food can be harmful to quokkas. What can happen to quokkas if they eat human food?",False
they have to be careful because if they get to close they could get bitten or they could hurt the quokka.,Label_2,You have the right idea! Now be more specific. Tourists shouldn't get too close to the quokkas. What can happen if a tourist gets too close? How many people are bitten by quokkas each year? What can happen to quokkas if they eat human food?,True
experts say it can be dangerous and that tourists should avoid getting too close to quokkas.,Label_5,You have the right idea! Now be more specific. Why should tourists avoid getting too close to quokkas? What can happen if a tourist gets too close?,True
getting too close to them can be dangerous because they bite and human food can lead them to death.,Optimal_2,"You have the right idea! Now be more specific. Quokka selfies can sometimes lead to bites. How many people are bitten by quokkas each year? Also, human food can be harmful to quokkas. What can happen to quokkas if they eat human food?",False
"the buildings was poorly built, the surface of the roads were wearing away, and the buildings were weak against rain and temperature.",Optimal_1,"This response says the buildings were poorly built and the surface of the roads were wearing away, but does not mention any other elements the city is exposed to or the damage caused by tourists.
Feedback: That's true! Now be more specific. What are two elements that the city was exposed to? And what is another detail about the damage caused by tourists?",False
iy generated impacted,Label_1,Your response is a bit unclear. Try to provide more specific details from the text. What kind of impact did the quokka selfies have?,False
thousands of photos on social media the island tourism went up thirty from 2017 to 2018.,Optimal_1,"Your response is a bit unclear. Try to rephrase it. For example, you could say ""the island's tourism increased by 30% from 2017 to 2018 due to the thousands of photos on social media.""",False
helping islands to pay for research effort for endanger the quokkas.,Optimal_2,"Good start, but your response is a bit unclear. Try to rephrase it to clearly show that the increase in tourism, due to the quokka selfies, helps the island pay for research and conservation efforts for the endangered quokkas.",False
jZB qcnevk/fbxi g  ckavsj/lqe,Label_0,Your response is not clear. Please revise it using information from the text to show a consequence of the fact that many tourists enjoy taking quokka selfies.,False
they meade it temperary.,Label_0,"Your response is unclear and doesn't seem to be based on the text. Remember, the goal is to use information from the text to show a consequence of the fact that many tourists enjoy taking quokka selfies. Try again!",False
the popular social media trend has made the Island a very popular compared to other locations.,Label_5,That's true—Rottnest Island has become more popular. Now make your response even stronger by adding specific details. How much has tourism increased? Who has made Rottnest Island the star of a global campaign?,False
BeReal may offer upsides and downsides to the people that use it and 315% of the app grew from 2021 to 2022.,Optimal_1,"Nice work! You used information from the text to show a consequence of the fact that some people think BeReal is a more authentic form of social media. However, try to rephrase your response to make it clearer and more concise.",True
people use it more because its real and not fake like other apps and bereal has grown in popularity and it will stay popular.,Label_1,"Great job! You used information from the text to show a consequence of the fact that some people think BeReal is a more authentic form of social media. However, your response is a bit too long and includes some unnecessary information. Try to make it more concise and focused on the growth of the app.",False
"they spend a lot of time viewing their friends BeReal's and posting their own, it's popularity has skyrocketed when people realized its a more authentic social media app than other apps.",Label_1,"Nice work! You used information from the text to show a consequence of the fact that some people think BeReal is a more authentic form of social media. However, your response is a bit long and could be more concise. Try to focus on the specific growth rate mentioned in the text.",False
the app will continue to be popular and grow each month 315% from 2021 to 2022.,Optimal_1,"Nice work! You used information from the text to show a consequence of the fact that some people think BeReal is a more authentic form of social media. However, your response is a bit repetitive. Try to rephrase it to make it more concise.",True
the total of people who use it each month grows from 315% from 2021 to 2022.,Optimal_1,"Nice work! You used information from the text to show a consequence of the fact that some people think BeReal is a more authentic form of social media. However, your response is not grammatically correct. Try revising it to make it clearer and more concise.",True
"people are beginning to grow closer via the pictures, and the amount of users grew 315% from 2021 to 2022.",Optimal_1,"Nice work! You used information from the text to show a consequence of the fact that some people think BeReal is a more authentic form of social media. However, try to make your response more concise and focused.",True
amount of people that use the app each month by 315 percent from 2021 to 2022.,Optimal_1,Great job! You used information from the text to show a consequence of the fact that some people think BeReal is a more authentic form of social media. Just remember to rephrase your response to make it more clear and concise.,False
the number of app users who utilized this platform multiplied three hundred and fifteen percent from 2021 to 2022.,Optimal_1,"Nice work! You used information from the text to show a consequence of the fact that some people think BeReal is a more authentic form of social media. However, your response could be more concise. Instead of saying ""the number of app users who utilized this platform multiplied three hundred and fifteen percent,"" you can simply say ""the app grew by 315%.""",True
the app has made a big impact in a month the app grew 315% from 2021 to 2022.,Optimal_1,"Nice work! You used information from the text to show a consequence of the fact that some people think BeReal is a more authentic form of social media. However, try to make your response more concise and clear.",True
BeReals popularity changed by a staggering 315% from 2021 to 2022 for being an authentic social media platform.,Optimal_1,"Nice work! You used information from the text to show a consequence of the fact that some people think BeReal is a more authentic form of social media. However, try to make your response more concise and clear.",True
"people like Mariah Macias feel like the app has a future in this society because of the consistency of its users, the app's user amount went up by 315%.",Optimal_1,"Nice work! You used information from the text to show a consequence of the fact that some people think BeReal is a more authentic form of social media. However, try to make your response more concise and focused.",True
"the number of people who use it increases every day, it has grown by 315% within one year.",Optimal_1,"Nice work! You used information from the text to show a consequence of the fact that some people think BeReal is a more authentic form of social media. However, try to make your response more concise by focusing on one specific consequence.",True
"the app may offer good and bad things, in 2021 to 2022 the app grew 315% it had a huge impact.",Optimal_1,"Nice work! You used information from the text to show a consequence of the fact that some people think BeReal is a more authentic form of social media. However, try to make your response more concise and focused.",True
people will continue to use it and each month the app grows 315% in 2021 to 2022.,Optimal_1,"Nice work! You used information from the text to show a consequence of the fact that some people think BeReal is a more authentic form of social media. However, your response is a bit repetitive. Try to rephrase it to make it more concise.",True
it offers many ups and downs in the app and people who use the app have grown about 315% from 2021 and 2022.,Optimal_1,"Nice work! You used information from the text to show a consequence of the fact that some people think BeReal is a more authentic form of social media. However, your response is a bit wordy. Try to make it more concise.",True
people are attracted to it and don't feel they have to look a certain way the app is also growing rapidly they gain 315% more users monthly from 2021 to 2022.,Optimal_1,"Nice work! You used information from the text to show a consequence of the fact that some people think BeReal is a more authentic form of social media. However, your response is a bit long and could be more concise. Try to focus on the most important information and rephrase it in a more concise way.",True
they always smiling.,Label_1,Try again. Your response is incomplete and does not provide enough information from the text. Remember to use at least two out of the four elements mentioned in the prompt.,False
they are often approach humans.,Optimal_2,Try again. Your response is incomplete and does not explain why tourists enjoy taking quokka selfies. Remember to use information from the text to support your answer.,False
there faces are so remarkable.,Label_0,Try again. Your response is incomplete and does not provide a clear reason why tourists enjoy taking quokka selfies. Remember to use information from the text to support your answer.,False
Quokkas are eager to approach humans.,Optimal_2,Try again. Your response is incomplete. Why do tourists enjoy taking selfies with quokkas? Check that your response only uses information from the text.,False
"At initially, they didn't have a clear objective in mind.",Label_8,"This response says that revolutionaries didn't have a clear objective in mind, without specifying what.
Feedback: It's true that revolutionaries had a different goal at first. Now add more details from the text to make your response even stronger. What wasn't their first goal?",False
Yushuara village are lowing the price of rent to only 7%.,Optimal_1,"This response says that Yusuhara offers cheap housing, but does not mention the amount or the name Yusuhara.
Feedback: It's true that Yusuhara offers cheap housing! Now be more specific. How much is the rent in Yusuhara compared to the average price? And what is the name of the village?",False
"they spend a lot of time viewing their friends BeReal's and posting their own, it's popularity has skyrocketed when people realized its a more authentic social media app than other apps.",Label_1,"Nice work! You used information from the text to show a consequence of the fact that some people think BeReal is a more authentic form of social media. However, your response is a bit long and could be more concise. Try to focus on the key information from the text, which is the 315% growth in the number of people using the app.",False
the amount of downloads had gone up to 315% in just one year and is a very popular app and it helps people BeReal together.,Optimal_1,"Nice work! You used information from the text to show a consequence of the fact that some people think BeReal is a more authentic form of social media. However, your response is a bit long and includes some unnecessary information. Try to make your response more concise and focused on the growth of the app.",True
"more people are likely to use it because they feel that way which makes the app get more attention and grow even bigger, the app grew 351% from 2021 and the app most likely won’t die out for a while.",Optimal_1,"Great job! You used information from the text to show a consequence of the fact that some people think BeReal is a more authentic form of social media. However, your response is a bit long and includes some unnecessary information. Try to focus on the most important details and make your response more concise.",False
it grew very popular and has a.,Label_1,Try again. Your response is incomplete and does not provide a consequence of the fact that some people consider BeReal a more authentic form of social media.,False
amount of people that use the app each month by 315 percent from 2021 to 2022.,Optimal_1,Great job! You used information from the text to show a consequence of the fact that some people think BeReal is a more authentic form of social media. Just remember to rephrase your response to make it more clear and concise.,False
it grew very popular and a.,Label_1,Try again. Your response is incomplete and does not provide a consequence of the fact that some people think BeReal is a more authentic form of social media.,False
the app has made a big impact in a month the app grew 315% from 2021 to 2022.,Optimal_1,"Nice work! You used information from the text to show a consequence of the fact that some people think BeReal is a more authentic form of social media. However, your response is a bit repetitive. Try to rephrase it to make it more concise and clear.",True
of people use it every da,Label_0,Try again. Your response is incomplete and does not provide a consequence of the fact that some people consider BeReal a more authentic form of social media.,False
the percentage of  q,Label_0,Try again. Your response is incomplete and does not provide a consequence of the fact that some people consider BeReal a more authentic form of social media.,False
"the app may offer good and bad things, in 2021 to 2022 the app grew 315% it had a huge impact.",Optimal_1,"Nice work! You used information from the text to show a consequence of the fact that some people think BeReal is a more authentic form of social media. However, try to make your response more concise and focused. Instead of mentioning the upsides and downsides of the app, focus on the growth rate of 315%.",True
people will continue to use it and each month the app grows 315% in 2021 to 2022.,Optimal_1,"Nice work! You used information from the text to show a consequence of the fact that some people think BeReal is a more authentic form of social media. However, your response is a bit repetitive. Try rephrasing it to make it more concise.",True
people are attracted to it and don't feel they have to look a certain way the app is also growing rapidly they gain 315% more users monthly from 2021 to 2022.,Optimal_1,"Great job! You used information from the text to show a consequence of the fact that some people think BeReal is a more authentic form of social media. However, try to make your response more concise and focused. Instead of combining multiple ideas, focus on one specific consequence of people finding BeReal more authentic.",False
u can't change the filter on ur pitrue so that people think u or not something or some faking it being fake and mssing with people....,Label_5,Try clearing your response and starting again. Make sure to use proper spelling and grammar. What is a contrast to the fact that some people consider BeReal a more authentic form of social media? Check that your response only uses information from the text.,False
the tourists need to avoid being to close to the quokka while they are taking selfies they can risk being bitten over a dozen of people have been bit.,Optimal_1,"This response says that quokkas bite over a dozen tourists, but the sentence structure is incorrect.
Feedback: You have the right idea! Now try rephrasing your response. Remember to use correct grammar and sentence structure.",False
"tourists can't get too close to them or quokkas mifhr birw rhwm, biting dozens each year.",Optimal_1,"This response says that quokkas bite dozens of tourists every year, but the sentence is not clear and contains errors.
Feedback: Try clearing your response and starting again. What is a contrast to the fact that many tourists enjoy taking selfies with quokkas? Check that your response only uses information from the text.",False
experts warn people not to get too close to the animals and to avoid feeding them human food.,Label_4,You have the right idea! Now be more specific. What can happen if people get too close to quokkas? And what negative effects can feeding them human food have?,True
"tourists can't get too close to them or quokkas mifhr birw rhwm, biting dozens each year.",Optimal_1,Try clearing your response and starting again. Your response is not clear and seems to have some typing errors. What is a contrast to the fact that many tourists enjoy taking selfies with quokkas? Check that your response only uses information from the text.,False
there are some tourists that negatively affect the animals and their habitat selfies can be dangerous because quokkas can't eat human food because can cause infections and sometimes even death.,Optimal_2,"You have the right idea! Now try to make your response more concise and clear. Start by mentioning the fact that many tourists enjoy taking quokka selfies, and then provide a contrasting or surprising idea based on the information from the text.",False
experts warn against getting too close and against feeding the animals human food.,Label_4,You have the right idea! Now be more specific. What can happen if tourists get too close to quokkas? And what can happen if they feed them human food?,True
they aren't as real as they say they are they still allow to post BeReal late when they are doing something more interesting.,Optimal_1,You have the right idea! Now try to rephrase your response to make it clearer and more concise.,False
"they pay money to see them, which makes the park a lot of money for research.",Optimal_2,That's true—the increase in tourism helps fund research and conservation efforts. Now make your response even stronger by adding specific details. How much did tourism increase? And where is this happening?,False
k lkf bglksfg l'n,Label_0,Your response is not clear and does not seem to be related to the text. Please try again. What is a consequence of the fact that some people think BeReal is a more authentic form of social media?,False
