"Schools should not allow junk food to be sold on campus, so young students are protected from food that provides zero nutritional value and can actually hurt them.",,,,,
"Eastern Michigan University cut women's tennis and softball, but also cut the men's wrestling, men's swimming, and diving teams as well.",,,,,
Large amounts of meat consumption are harming the environment because it contributes a large percentage of the greenhouse gases causing climate change.,,,,,
"Plastic bag reduction laws are beneficial, so it should not be reversed.",,,,,
Methane from cow burps harms the environment because it is a greenhouse gas which contributes to global warming,,Punctuation,warming,104,rules
Eastern Michigan University cut women's tennis and softball because budget deficit made it hard to continue with many sports programs,,Punctuation,programs,125,rules
"Plastic bag reduction laws are beneficial, but they cause worry for workers in the plastic industry and low income shoppers.",,,,,
"Alison Bechdel’s memoir has been challenged in certain communities, but there is at least one advocacy group fighting back.",,,,,
"Methane from cow burps harms the environment, so scientists and farmers are proclaiming that animal agriculture can be made to be less harmful to the environment.",,,,,
"Eastern Michigan University cut women's tennis and softball, so it could continue on with its remaining sports and programs on a tight budget.",,,,,
"Large amounts of meat consumption are harming the environment, so we should immediately add in seaweed to their diet to reduce the greenhouse gas release and work to reduce the dependencies on meat in our diets.",,,,,
Plastic bag reduction laws are beneficial because they help decrease the amount of toxic chemicals and microplastics released into communities located near plastic production and waste-management facilities.,,,,,
Alison Bechdel’s memoir has been challenged in certain communities because her work is scene as pornographic.,,,,,
"Large amounts of meat consumption are harming the environment, but there are ways to make the practice of raising animals for food purposes better for the environment, such as by changing what farmers feed cows.",,,,,
"Schools should not allow junk food to be sold on campus, so that they cooperate with health professionals on initiatives aimed at changing kids’ eating and fitness habits.",,,,,
"Eastern Michigan University cut women's tennis and softball, so women's access to sports was limited.",,,,,
"Methane from cow burps harms the environment, so that's why Impossible Foods created the Impossible Burger.",,Simple past instead of past perfect,created,77,spaCy
"Plastic bag reduction laws are beneficial, so they should be seriously considered in communities throughout the country.",,,,,
Large amounts of meat consumption are harming the environment because it's causing the Earth's temperature to rise.,,Its versus it's,it's,70,spaCy
Schools should not allow junk food to be sold on campus because they should encourage and promote healthy eating and physical activity.,,,,,
"Plastic bag reduction laws are beneficial, so all city and state governments should consider switching over to more eco-friendly options.",,,,,
"Methane from cow burps harms the environment, but changing their diet can help.",,,,,
"Schools should not allow junk food to be sold on campus, but all foods should be enjoyed in moderation.",,,,,
Large amounts of meat consumption are harming the environment because the gas causes the earth's temperature to rise.,,,,,
"Alison Bechdel’s memoir has been challenged in certain communities, so those considering reading it should choose caution if the subject matter could be offensive to them.",,,,,
Large amounts of meat consumption are harming the environment because it keeps the greenhouse gases in the atmosphere,,Punctuation,atmosphere,107,rules
Schools should not allow junk food to be sold on campus because it is detrimental to students health.,,,,,
"Methane from cow burps harms the environment, but feeding cows seaweed could reduce the amount of methane that they release.",,,,,
"Schools should not allow junk food to be sold on campus, but allow healthier alternative so children could choose from.",,,,,
"Plastic bag reduction laws are beneficial, so people should support them.",,,,,
"Schools should not allow junk food to be sold on campus, so as with other habits that they engage in they won't be tempted at school.",,,,,
"Methane from cow burps harms the environment, so we should attempt to limit the amount of methane released, either by decreasing the number of cows we currently raise for meat (perhaps by introducing meatless alternatives), by using some means to limit the amount of",,Passive without be,released,98,spaCy
Methane from cow burps harms the environment because it has an affect on global warming.,,,,,
Plastic bag reduction laws are beneficial because they help to save on waste and toxic chemicals in the environment.,,,,,
Large amounts of meat consumption are harming the environment because It releases methane gas into our environment.,,,,,
Schools should not allow junk food to be sold on campus because they need to take the initiative to create healthy human beings.,,,,,
"Alison Bechdel’s memoir has been challenged in certain communities, so it won't be read in schools across the country.",,,,,
"Schools should not allow junk food to be sold on campus, but any kind of sweets should be part of an overall balanced meal such as served in a Cafeteria.",,,,,
"Alison Bechdel’s memoir has been challenged in certain communities, so don't be surprised if this book joins a growing list of media that is banned by certain groups for it's supposed objectionable content.",,Its versus it's,it's,170,spaCy
"Alison Bechdel’s memoir has been challenged in certain communities, so there are places that the memoir has been banned.",,,,,
"Schools should not allow junk food to be sold on campus, but junk food sales provide a source of revenue for schools.",,,,,
"Eastern Michigan University cut women's tennis and softball, but this only affected 25 women.",,Simple past instead of past perfect,affected,75,spaCy
"Eastern Michigan University cut women's tennis and softball, but they made the cuts equally across the board between mens and womens programs.",,Subject-verb agreement,womens,126,lm
"Large amounts of meat consumption are harming the environment, so we should switch to less harmful alternatives as the Impossible Burger.",,,,,
"Alison Bechdel’s memoir has been challenged in certain communities, but she defends her work and criticism about it being too sexual.",,Subject_verb agreement with personal pronoun,defends,76,lm
Plastic bag reduction laws are beneficial because it will help the environment and it’s one step towards climate change.,,,,,
Plastic bag reduction laws are beneficial because they reduce the number of plastic bags being used.,,,,,
"Schools should not allow junk food to be sold on campus, so the kids can buy anything they want, healthy or unhealthy",,Punctuation,unhealthy,108,rules
"Methane from cow burps harms the environment, so new alternative meat products are taking off and attracting the interest of meat eaters as well.",,,,,
Methane from cow burps harms the environment because they add 14.5% of the greenhouse gasses to the environment.,,Irregular plural nouns,gasses,86,rules
Alison Bechdel’s memoir has been challenged in certain communities because Fun Home depicts her sexual awakening with images of her own memories of early intimacy,,Punctuation,intimacy,154,rules
Plastic bag reduction laws are beneficial because plastic bag production and disposal is harmful to humans and the environment.,,,,,
Methane from cow burps harms the environment because Scientists have linked global warming to an increase,,Punctuation,increase,97,rules
"Alison Bechdel’s memoir has been challenged in certain communities, so it has to be examined and truly determined if this material can't be published.",,,,,
"Alison Bechdel’s memoir has been challenged in certain communities, so people have preconceived notions about its content.",,,,,
Plastic bag reduction laws are beneficial because they help out both people and the environment.,,,,,
"Eastern Michigan University cut women's tennis and softball, so they could help themselves financially by saving money.",,,,,
"Plastic bag reduction laws are beneficial, so negative effects of plastic production and waste can decrease.",,,,,
"Methane from cow burps harms the environment, so the solution is to reduce/eliminate meat consumption or feed the cows food which will radically decrease their methane production.",,,,,
"Plastic bag reduction laws are beneficial, but jobs may be lost if they are banned.",,,,,
Schools should not allow junk food to be sold on campus because this is really important!!,,Repeated word,!,89,rules
"Plastic bag reduction laws are beneficial, but they harm lower income people.",,,,,
"Alison Bechdel’s memoir has been challenged in certain communities, so it must be good.",,,,,
"Methane from cow burps harms the environment, so we need to eliminate the amount of meat we consume.",,,,,
"Large amounts of meat consumption are harming the environment, so reducing the amount of cows out there should help the environment.",,,,,
"Alison Bechdel’s memoir has been challenged in certain communities, but is being defended by advocacy groups as an autobiographical work",,Punctuation,work,132,rules
"Plastic bag reduction laws are beneficial, so the environment and public health is protected.",,Passive without be,protected,83,spaCy
"Eastern Michigan University cut women's tennis and softball, but they also cut men's wrestling, and men's swimming and diving.",,,,,
"Methane from cow burps harms the environment, so to address this problem companies want to end all animal agriculture by 2035, by creating plant-based ""meats"" that have the look, taste, and texture of real meat.",,,,,
"Plastic bag reduction laws are beneficial, so they should be implemented and continually improved to make up for their shortcomings.",,,,,
"Large amounts of meat consumption are harming the environment, but the methane is reduced if the cows' diet includes seaweed.",,,,,
"Eastern Michigan University cut women's tennis and softball, so participants on the teams grew frustrated and took action to reinstate the sports",,Punctuation,sports,139,rules
Plastic bag reduction laws are beneficial because it can help decrease the amount of toxic chemicals and micro plastics released,,Punctuation,released,120,rules
Plastic bag reduction laws are beneficial because they help decrease the amount of chemicals and toxic materials emitted.,,Passive without be,emitted,113,spaCy
"Plastic bag reduction laws are beneficial, but its what an average american can afford unfortunately.",,,,,
"Large amounts of meat consumption are harming the environment, but there are other factors that are harmful as well",,Punctuation,well,111,rules
"Methane from cow burps harms the environment, so reducing animal agriculture and relying further on meatless food options would greatly improve global warming.",,,,,
"Plastic bag reduction laws are beneficial because they decrease plastic refuse, and reduce harmful chemicals which are released into the air when created.",,Passive without be,created,146,spaCy
"Plastic bag reduction laws are beneficial, so we should utilize them to protect people and the environment.",,,,,
"Large amounts of meat consumption are harming the environment because methane contributes to global warming, which in turn leads to an increase in extreme weather events.",,,,,
"Eastern Michigan University cut women's tennis and softball, so they could cut down their budget.",,,,,
Plastic bag reduction laws are beneficial because they will decrease the amount of micro plastic released into the environment and improve our health.,,Passive without be,released,97,spaCy
Alison Bechdel’s memoir has been challenged in certain communities because it is about sexuality and personal experiences.,,,,,
Schools should not allow junk food to be sold on campus because freedom of choice does not exist besides our mind.,,,,,
"Schools should not allow junk food to be sold on campus, so therefore they have to figure out what healthy snacks students like.",,,,,
"Methane from cow burps harms the environment because methane gasses cause the earth's temperature to rise, contributing to global warming.",,Irregular plural nouns,gasses,61,rules
"Large amounts of meat consumption are harming the environment, but he is very good",,Punctuation,good,78,rules
"Large amounts of meat consumption are harming the environment because they release just under 15% of all greenhouse gasses, which contribute to climate change.",,Irregular plural nouns,gasses,116,rules
Alison Bechdel’s memoir has been challenged in certain communities because of the sexual images and sensitive subject.,,,,,
"Plastic bag reduction laws are beneficial, but poor people still need bags somehow.",,,,,
"Large amounts of meat consumption are harming the environment, so we must consume less meat.",,,,,
"Large amounts of meat consumption are harming the environment, but Can be reduced by 99% if their diet changed.",,Simple past instead of past perfect,changed,103,spaCy
"Methane from cow burps harms the environment, so we should either change what cows eat, or stop eating meat altogether",,Punctuation,altogether,108,rules
"Plastic bag reduction laws are beneficial, but some people are afraid they won't be able to afford plastic bags, while workers at the plastic bag manufacturing companies are afraid that if plastic bag usage decreases they will lose their jobs.",,,,,
Plastic bag reduction laws are beneficial because they help decrease the amount of toxic chemicals and micro-plastics released.,,Passive without be,released,118,spaCy
"Schools should not allow junk food to be sold on campus, so ?",,Spacing,?,60,rules
Large amounts of meat consumption are harming the environment because 1.5 billion cows release 30-50 gallons of greenhouse gas methane when they burp into the environment and this contributes to global warming.,,Spacing,1.5,70,rules
"Schools should not allow junk food to be sold on campus, so they can figure another way for fundraising.",,,,,
"Plastic bag reduction laws are beneficial, but low income families might not be able to afford plastic bags.",,,,,
"Large amounts of meat consumption are harming the environment, but with the introduction of plant-based meats, this problem can be alleviated.",,,,,
"Alison Bechdel’s memoir has been challenged in certain communities, but the National Coalition Against Censorship has supported the book by arguing that it provides an opportunity for young people to explore their identities and family relationships.",,,,,
Methane from cow burps harms the environment because the gas increases global warming.,,,,,
Alison Bechdel’s memoir has been challenged in certain communities because of the graphic displays of intimate acts.,,,,,
Large amounts of meat consumption are harming the environment because it is a major contributor to global warming.,,,,,
Eastern Michigan University cut women's tennis and softball because they were over budget by 4.5 million dollars,,Spacing,4.5,93,rules
"Plastic bag reduction laws are beneficial, so growth for trees",,Punctuation,trees,57,rules
"Large amounts of meat consumption are harming the environment because the burps contain a lot of methane, a green house gas.",,,,,
"Plastic bag reduction laws are beneficial, but the more the amount of plastic bags the more there is plastic pollution and its effects.",,,,,
Plastic bag reduction laws are beneficial because they cause less health problems.,,,,,
"Alison Bechdel’s memoir has been challenged in certain communities, but has been given to some schools as a part of their reading list.",,,,,
"Eastern Michigan University cut women's tennis and softball, but the school claimed it did not violate Title IX because the changes affected more men than women and it wasn’t making their sports programs more unfair for women.",,,,,
"Schools should not allow junk food to be sold on campus, so everyone can see they value their students and their integrity is not for sale at any price",,Punctuation,price,146,rules
Methane from cow burps harms the environment because it creates methane.,,,,,
"Plastic bag reduction laws are beneficial, so more states and cities should also pass them in order to protect people and our communities",,Punctuation,communities,126,rules
"Methane from cow burps harms the environment, but the impact can be lessened by feeding cows seaweed.",,,,,
"Alison Bechdel’s memoir has been challenged in certain communities, but advocacy groups against censorship is fighting back in support of the memoir.",,Subject_verb agreement with simple noun,is,107,lm
"Methane from cow burps harms the environment, but changing the cows' diet could reduce their methane emissions and decrease the rate of global warming.",,,,,
"Alison Bechdel’s memoir has been challenged in certain communities, but she proclaims that her memoir is autobiographical and the National Coalition Against Censorship (NCAC) says it is censorship.",,,,,
"Schools should not allow junk food to be sold on campus, so the vending machines must offer nutritional snacks that are also appealing to the students.",,,,,
"Schools should not allow junk food to be sold on campus because, too much junk food can give us several diseases.",,,,,
"Alison Bechdel’s memoir has been challenged in certain communities, but its not appropirate",,Punctuation,appropirate,80,rules
"Large amounts of meat consumption are harming the environment, so people should eat plant based meats.",,,,,
"Large amounts of meat consumption are harming the environment, so reduce outburst",,Punctuation,outburst,73,rules
"Large amounts of meat consumption are harming the environment, but we can still save the environment.",,,,,
Methane from cow burps harms the environment because methane is a greenhouse gas,,Punctuation,gas,77,rules
"Alison Bechdel’s memoir has been challenged in certain communities, so there has been controversy about whether it should be banned.",,,,,
"Alison Bechdel’s memoir has been challenged in certain communities, but many believe it should not be censored",,Punctuation,censored,102,rules
"Plastic bag reduction laws are beneficial, but they may cause some workers to lose their jobs if production is curtailed.",,Passive without be,curtailed,111,spaCy
Methane from cow burps harms the environment because It causes the temperature of the earth to rise.,,,,,
"Plastic bag reduction laws are beneficial, but many low income shoppers worry that they may not be able to afford reusable bags.",,,,,
Alison Bechdel’s memoir has been challenged in certain communities because of her open opinions about sex.,,,,,
Large amounts of meat consumption are harming the environment because the methane exhaled contributes to global warming.,,Simple past instead of past perfect,exhaled,82,spaCy
Schools should not allow junk food to be sold on campus because it predisposes the students to diabetes and obesity.,,,,,
"Plastic bag reduction laws are beneficial, but they can pose problems for low income individuals.",,,,,
"Eastern Michigan University cut women's tennis and softball, but they also cut men's wrestling and swimming.",,,,,
"Large amounts of meat consumption are harming the environment, so it is for a purpose",,Punctuation,purpose,78,rules
"Eastern Michigan University cut women's tennis and softball, but these programs were reinstated.",,,,,
"Alison Bechdel’s memoir has been challenged in certain communities, but the South Carolina House of Representatives cut funding to the College of Charleston for featuring the book in a reading list because it was “promoting the gay and lesbian lifestyle.”",,,,,
Eastern Michigan University cut women's tennis and softball because they went over their budget and needed to cut costs.,,,,,
"Alison Bechdel’s memoir has been challenged in certain communities, so it is important to remember that banning books is not the answer.",,,,,
Alison Bechdel’s memoir has been challenged in certain communities because its depiction of her sexual awakening with images of her own memories of early intimacy had been perceived as pornographic and promoting a gay lifestyle by some..,,Punctuation,..,235,rules
"Methane from cow burps harms the environment, so Impossible is trying to eliminate agriculture for food.",,Subject-verb agreement,is,60,lm
Schools should not allow junk food to be sold on campus because it is unhealthy for kids who often make poor decisions on their food consumption.,,,,,
"Plastic bag reduction laws are beneficial, but they may lead to workers who make the bags losing their jobs.",,,,,
"Schools should not allow junk food to be sold on campus, but on the other hand, students should have a choice about what they eat.",,,,,
Schools should not allow junk food to be sold on campus because it causes major health problems at a developmental stage in kid's lives.,,Plural versus possessive nouns,kid's,124,spaCy
"Eastern Michigan University cut women's tennis and softball, so v",,Punctuation,v,64,rules
Schools should not allow junk food to be sold on campus because eating junk food is not good for the health.,,,,,
Plastic bag reduction laws are beneficial because productions of these bags can be harmful to health and the environment.,,,,,
"Large amounts of meat consumption are harming the environment, but there are alternatives, such as Impossible Meat (plant-based ""meats"" that have the taste and texture of the real thing) and changing the diets of cows to include seaweed; an abundant alternative that can reduce the amount of methane they",,Object pronouns,they,300,rules
"Schools should not allow junk food to be sold on campus, but students may be allowed to bring one serving of such with parental approval and no trading off with other students.",,,,,
"Plastic bag reduction laws are beneficial, so Many low-income shoppers worry that they may not be able to afford plastic bag",,Punctuation,bag,121,rules
Large amounts of meat consumption are harming the environment because it the temperature to go up.,,Subject pronouns,it,70,lm
"Eastern Michigan University cut women's tennis and softball, so two female athletes sued the university because it was violating Title IX.",,,,,
"Schools should not allow junk food to be sold on campus, but it does generate money for schools.",,,,,
Schools should not allow junk food to be sold on campus because it increases students chances of becoming overweight and becoming diabetic.,,,,,
"Methane from cow burps harms the environment, but it can be significantly reduced with a change in diet with addition of seaweed, which can reduce methane release of up to 99%.",,,,,
"Methane from cow burps harms the environment, but produces natural gas.",,,,,
Schools should not allow junk food to be sold on campus because it is not good for the children's health,,Punctuation,health,98,rules
"Plastic bag reduction laws are beneficial, but there is some pushback from consumers who don't want to change the way they shop.",,,,,
"Large amounts of meat consumption are harming the environment, but her are now alternatives to traditional meat.",,Subject pronouns,her,67,rules
Alison Bechdel’s memoir has been challenged in certain communities because banned in some communities.,,Passive without be,banned,75,spaCy
"Schools should not allow junk food to be sold on campus, so they should allow more nutritional options.",,,,,
"Schools should not allow junk food to be sold on campus, so kids are forced to choose far healthier snacs",,Punctuation,snacs,100,rules
"Methane from cow burps harms the environment, so temperatures are rising annually.",,,,,
Plastic bag reduction laws are beneficial because we are using way too much plastic right now and hurting the planet.,,,,,
"Methane from cow burps harms the environment because - Every time a cow burps or passes gas, a little puff of methane wafts ... added together, can have a big effect on climate because methane is a ...",,Punctuation,...,198,rules
"Large amounts of meat consumption are harming the environment, but there are other solutions to this besides not reducing the number of breathing cows.",,,,,
Eastern Michigan University cut women's tennis and softball because the school had financial troubles going over the budget.,,,,,
Methane from cow burps harms the environment because it and other agricultural animal adds to 14.5% of the world's greenhouse gases.,,Spacing,14.5,94,rules
"Large amounts of meat consumption are harming the environment, so it is the better that we raise less animals for food purpose.",,,,,
"Alison Bechdel’s memoir has been challenged in certain communities, so NCAC member Abena Hutchful believes that censo rship of it could promote further censo rship and be detrimental to the LGBTQ youth by promoting intolerance and marginalization.",,,,,
Alison Bechdel’s memoir has been challenged in certain communities because it contains depictions of sexuality that some consider inappropriate for students.,,,,,
Plastic bag reduction laws are beneficial because it reduces the amount of plastic bags that are used by the consumer.,,Passive without be,used,97,spaCy
"Large amounts of meat consumption are harming the environment, so we must change the diets of the world's population",,Punctuation,population,106,rules
"Schools should not allow junk food to be sold on campus, so implementing options of vending machines that provide more substantial items should be a priority.",,Question marks,.,157,rules
Alison Bechdel’s memoir has been challenged in certain communities because great,,Punctuation,great,75,rules
Large amounts of meat consumption are harming the environment because it is linked.to an increase in global warming which causes more severe weather events.,,Spacing,linked.to,76,rules
"Schools should not allow junk food to be sold on campus, but should be allowed to sell somewhat healthier alternatives.",,,,,
"Methane from cow burps harms the environment, but companies like Impossible Foods aims to end this by creating plant-based ""meat"" that looks, tastes and has the texture of real meat, with 89% fewer greenhouse emissions than real beef.",,Subject_verb agreement with simple noun,aims,82,lm
"Schools should not allow junk food to be sold on campus, so that kids are less exposed to unhealthy food choices.",,,,,
"Schools should not allow junk food to be sold on campus, but students should be allowed to bring snacks and other junk foods from home.",,,,,
"Plastic bag reduction laws are beneficial, but may cause plastic bag production workers to lose their jobs.",,,,,
"Plastic bag reduction laws are beneficial, so they should be put into place but first charging for plastic bags.",,,,,
"Large amounts of meat consumption are harming the environment, but can be significantly reduced with just a change to the cows diet.",,,,,
"Schools should not allow junk food to be sold on campus, but teens can make decisions about what they eat when they are not at school.",,,,,
"Eastern Michigan University cut women's tennis and softball becauseIn 2018, Eastern Michigan University was in financial trouble.",,,,,
Eastern Michigan University cut women's tennis and softball because they were over budget and needed to reduce overall spending.,,,,,
"Large amounts of meat consumption are harming the environment, but people like to eat meat.",,,,,
Large amounts of meat consumption are harming the environment because the cows' burps emit the greenhouse gas methane.,,,,,
"Alison Bechdel’s memoir has been challenged in certain communities, so a larger discussion is needed on what is appropriate, what is censo rship, and what is valuable to so ciety as a whole.",,,,,
"Eastern Michigan University cut women's tennis and softball, so certain students were faced with the choice of no scholarships or scholarships but no major.",,,,,
Alison Bechdel’s memoir has been challenged in certain communities because of her expression of sexual experiences,,Punctuation,experiences,103,rules
"Eastern Michigan University cut women's tennis and softball, so they could help their financial situation.",,,,,
Alison Bechdel’s memoir has been challenged in certain communities because it has sexual content.,,,,,
Large amounts of meat consumption are harming the environment because it is a chemical,,Punctuation,chemical,78,rules
Schools should not allow junk food to be sold on campus because junk food is causing a rise in childhood obesity and Type 2 diabetes.,,,,,
Plastic bag reduction laws are beneficial because they help the environment.,,,,,
Alison Bechdel’s memoir has been challenged in certain communities because the content was deemed too sexual for high school age students.,,,,,
"Schools should not allow junk food to be sold on campus, so that this will help the fact that students do not incorporate exercise enough into their lives on top of their already poor diet.",,,,,
"Eastern Michigan University cut women's tennis and softball, so there was even less chances for women to play sports.",,,,,
Eastern Michigan University cut women's tennis and softball because they wanted to reduce costs.,,,,,
"Schools should not allow junk food to be sold on campus, but should provide healthy, nutritious food instead.",,,,,
Eastern Michigan University cut women's tennis and softball because they had to cut their budget.,,,,,
"Schools should not allow junk food to be sold on campus, so students won't be tempted to eat unhealthy snacks.",,,,,
"Alison Bechdel’s memoir has been challenged in certain communities, so one advocacy is fighting back.",,,,,
"Plastic bag reduction laws are beneficial, but can create difficulties for low-income households who are unable to afford plastic bag fees or reusable bags.",,,,,
"Plastic bag reduction laws are beneficial, so d",,Punctuation,d,46,rules
"Plastic bag reduction laws are beneficial, but many worry about lost jobs in the bag production industry.",,,,,
"Plastic bag reduction laws are beneficial, so we should adapt to these changes and take an initiative to save the earth, no matter what we have to lose.",,,,,
"Large amounts of meat consumption are harming the environment, but so does eating meat.",,,,,
Alison Bechdel’s memoir has been challenged in certain communities because her work was deemed as pornographic.,,,,,
"Large amounts of meat consumption are harming the environment, but our desire to eat beef makes transitioning off it a difficult task to achieve.",,,,,
"Schools should not allow junk food to be sold on campus, so that kids will have decreased access to unhealthy foods throughout the school day.",,,,,
"Plastic bag reduction laws are beneficial, but some people work in the plastic production industry worry that they would lose their jobs, and other low income families worry that they can't afford the transition.",,,,,
Plastic bag reduction laws are beneficial because they reduce the harmful effects that plastic waste and plastic production create especially in low income neighborhoods.,,Subject_verb agreement with simple noun,create,124,lm
"Eastern Michigan University cut women's tennis and softball, so they were sued for violating title IX.",,,,,
"Alison Bechdel’s memoir has been challenged in certain communities, but it is a great piece of literature.",,,,,
Plastic bag reduction laws are beneficial because may cause them to lose their jobs.,,,,,
"Alison Bechdel’s memoir has been challenged in certain communities, but has been accepted in others.",,,,,
"Plastic bag reduction laws are beneficial, but it would be more considerate to the public's eyes if they found a proper way to dispose of the material instead of people paying extra out of pocket for a product that is still hard to dispose.",,Simple past instead of past perfect,found,105,spaCy
"Schools should not allow junk food to be sold on campus, but should instead substitute healthier foods in the vending machines.",,,,,
"Schools should not allow junk food to be sold on campus, so students can practice a healthy lifestyle.",,,,,
"Alison Bechdel’s memoir has been challenged in certain communities, so some groups have decide to fight for the the book to be unbanned because of it's important so cial values.",,Repeated word,the,112,rules
"Large amounts of meat consumption are harming the environment, so changing the cows diet, and lowering the cow population by relying a little more on meatless protein options will help elevate this issue.",,,,,
Methane from cow burps harms the environment because It contributes to green house gases,,Punctuation,gases,83,rules
"Methane from cow burps harms the environment, but so does other activities like volcanoes and driving cars.",,Subject_verb agreement with inversion,does,53,lm
Schools should not allow junk food to be sold on campus because it affect the students health,,Punctuation,health,87,rules
"Schools should not allow junk food to be sold on campus, so schools should receive more funding so they can move to a healthy menu.",,,,,
"Alison Bechdel’s memoir has been challenged in certain communities, so it should be banned as it was promoting the gay and lesbian lifestyle.",,,,,
"Methane from cow burps harms the environment, so we have to change what cows eat or what people eat to reduce its emission.",,,,,
