Large amounts of meat consumption are harming the environment, so people should reduce their meat consumption or stop eating meat altogether.
Large amounts of meat consumption are harming the environment, so it will be best to turn into a flexitarian so that we are doing less harm to the environment.
Large amounts of meat consumption are harming the environment, so it's best to either eliminate meat consumption or become a Flexitarian and mainly eat plant-based meals with only occasional meat.
Large amounts of meat consumption are harming the environment, so cutting down on eating meat would be better for the environment.
Large amounts of meat consumption are harming the environment, so some people have turned to becoming flexitarians; those who only eat meat on occasion.
Large amounts of meat consumption are harming the environment, so Some people choose another option
Large amounts of meat consumption are harming the environment, so we need to take meaures
Large amounts of meat consumption are harming the environment, so we should look at more environmentally stable ways to produce that.
Large amounts of meat consumption are harming the environment, so steps need to be taken to promote the diet of "Flexitarians" who are vegetarians but consume meat occasionally.
Large amounts of meat consumption are harming the environment, so there is alot of discussion about reducing consumption for the climates sake.
Large amounts of meat consumption are harming the environment, so reducing it will lessen the negative impacts.
Large amounts of meat consumption are harming the environment, so trying to take a flexitarian approach which is high a diet in high plant base and occasionally some meat can be a responsible choice.
Large amounts of meat consumption are harming the environment, so people are choosing to be "flexitarians," where they eat meat and fish in smaller amounts.
Large amounts of meat consumption are harming the environment, so some people have chosen to be "Flexitartians", they consume meat more moderately in a responsible fashion.
Large amounts of meat consumption are harming the environment, so people need to be conscious about what they are consuming.
Large amounts of meat consumption are harming the environment, so people should try to reduce their meat intake.
Large amounts of meat consumption are harming the environment, so we should at least consider eating a more plant based diet.
Large amounts of meat consumption are harming the environment, so we should take steps to improve it.
Large amounts of meat consumption are harming the environment, so we need change
Large amounts of meat consumption are harming the environment, so some groups are reducing meaf consumption.
Large amounts of meat consumption are harming the environment, so it may be best to find a compromise, where meat is eaten sparingly and a majority of meals are plant-based.
Large amounts of meat consumption are harming the environment, so people in the future will not be able to enjoy the planet as much.
Large amounts of meat consumption are harming the environment, so people should reduce or eliminate their consumption of meat
Large amounts of meat consumption are harming the environment, so people are becoming flexatarians.
Large amounts of meat consumption are harming the environment, so some individuals take the "Flexitarian" approach to nutrition, maintaining a plant-based diet with occasional, moderate meat consumption.
Large amounts of meat consumption are harming the environment, so we should limit how much meat we eat.
Large amounts of meat consumption are harming the environment, so we need to modify our diets to conserve.
Large amounts of meat consumption are harming the environment, so people are becoming "flexitarians"
Large amounts of meat consumption are harming the environment, so some people are considering a change in diet.
Large amounts of meat consumption are harming the environment, so some people are becoming flexitarians, eating meat less often.
Large amounts of meat consumption are harming the environment, so we need to eat meat in moderation.
Large amounts of meat consumption are harming the environment, so we need to kill thius misinfo you are spreadingFACTORY PRODUCTS and CAFOs are the problem
Large amounts of meat consumption are harming the environment, so being a Flexitarian is a good option.
Large amounts of meat consumption are harming the environment, so people are becoming "Flexitarians", a word for people who mostly have a plant based diet but eat meat on occasion.
Large amounts of meat consumption are harming the environment, so something should be done to eliminate the harm caused.
Large amounts of meat consumption are harming the environment, so eating more plants in the diet would be beneficial.
Large amounts of meat consumption are harming the environment, so we should cut back our meat consumption to preserve the earth for future generations,
Large amounts of meat consumption are harming the environment, so cut down on meat and introduce plants and other meat not beef,
Large amounts of meat consumption are harming the environment, so meat production can either be curtailed or perhaps modified to be less harmful to the environment
Large amounts of meat consumption are harming the environment, so maybe if more people chose to consume less meat, the meat industry would have less of a negative impact on the environment.
Large amounts of meat consumption are harming the environment, so Flexitarians” are vegetarians who eat meat occasionally.
Large amounts of meat consumption are harming the environment, so something must be done to reduce the amount of meat that is consumed.
Large amounts of meat consumption are harming the environment, so by reducing meat consumption, less harm would be done to the environment.
Large amounts of meat consumption are harming the environment, so some people are becoming 'flexitarians', and reducing their meat consumption
Large amounts of meat consumption are harming the environment, so many people are switching to be flexitarian where they only eat meat occasionally.
Large amounts of meat consumption are harming the environment, so some people have chosen to become flexitarians and cut down on their meat consumption.
Large amounts of meat consumption are harming the environment, so some people are deciding to become "flexitarian", where they reduce their meat consumption and only occasionally eat meat.
Large amounts of meat consumption are harming the environment, so in general, it would be smart for people to cut back some on meat consumption and maybe adopt a "flexitarian" approach.
Large amounts of meat consumption are harming the environment, so many people have become flexatarians, eating mostly plant based food but consuming some meat.
Large amounts of meat consumption are harming the environment, so more people are becoming vegetarian, vegan, or flexitarian in their diets.
Large amounts of meat consumption are harming the environment, so people should make ways on how they can take care of the environment to maintain the balance
Large amounts of meat consumption are harming the environment, so we should become flexitarians.
Large amounts of meat consumption are harming the environment, so there is really nothing that can be done
Large amounts of meat consumption are harming the environment, so it would be better for people to reduce meat consumption.
Large amounts of meat consumption are harming the environment, so we as a society should focus on ways to reduce meat consumption.
Large amounts of meat consumption are harming the environment, so it becomes a good idea to reduce meat consumption to reduce the creation of green house gases.
Large amounts of meat consumption are harming the environment, so it is important to consider other options that might be more responsible, such as "flexitarian" diets.
Large amounts of meat consumption are harming the environment, so EVEN JUST REDUCING MEAT CONSUMPTION-RATHER THAN COMPLETELY ELIMINATING IT- COULD HAVE A POSITIVE EFFECT ON THE ENVIRONMENT.
Large amounts of meat consumption are harming the environment, so considering a flexitarian diet that allows you to eat some meat in moderation and in a responsible way is one compromise.
Large amounts of meat consumption are harming the environment, so we should all do what we can to make it better and limit our meat intake.
Large amounts of meat consumption are harming the environment, so it is best to reduce or eliminate meat consumption.
Large amounts of meat consumption are harming the environment, so some people choose another option, as “Flexitarians” they are vegetarians who eat meat occasionally.
Large amounts of meat consumption are harming the environment, so society has an obligation to look at options that could limit the impact the industry makes on the environment
Large amounts of meat consumption are harming the environment, so meat consumption should be reduced and more plant based foods should be incorporated into our diet.
Large amounts of meat consumption are harming the environment, so some people are becoming flexinarians and only eat meat occasionally, focusing mostly on a plant-based diet.
Large amounts of meat consumption are harming the environment, so people should have a mostly plant-based diet and consume meat in moderation
Large amounts of meat consumption are harming the environment, so it would be wise for people to consider cutting down or eliminating meat consumption.
Large amounts of meat consumption are harming the environment, so some people are adopting a flexitarian diet, which involves eating mostly plant-based foods but consuming meat and fish in moderation.
Large amounts of meat consumption are harming the environment, so we should consider to become Flexitarians.
Large amounts of meat consumption are harming the environment, so people are choosing to reduce their meat intake by taking up diets such as the flexitarian diet.
Large amounts of meat consumption are harming the environment, so some people chose to be flexitarians.
Large amounts of meat consumption are harming the environment, so it is no answer.
Large amounts of meat consumption are harming the environment, so some people are turning into 'Flexitarians', who only eat meat occasionally.
Large amounts of meat consumption are harming the environment, so some people are trying to reduce their meat intake, replacing it with a more plant-centric diet.
Large amounts of meat consumption are harming the environment, so we need to limit our meat intake.
Large amounts of meat consumption are harming the environment, so some people are choosing "flexitarian" who will eat meat occasionally.
Large amounts of meat consumption are harming the environment, so lowering consumption would be ideal.
Large amounts of meat consumption are harming the environment, so we should try to lower our meat consumption.
Large amounts of meat consumption are harming the environment, so we should consume in responsible amounts.
Large amounts of meat consumption are harming the environment, so become flexitarian!
Large amounts of meat consumption are harming the environment, so some people are only eating meat occasionally.
Large amounts of meat consumption are harming the environment, so some people choose other options.
Large amounts of meat consumption are harming the environment, so don't believe everything you are told.
Large amounts of meat consumption are harming the environment, so almost half of the water used in the U.S. goes to raising livestock.
Large amounts of meat consumption are harming the environment, so by becoming a flexitarian, you can still consume the meat occasionally but will reduce your environmental footprint.
Large amounts of meat consumption are harming the environment, so we need to try and limit the amount of meat consumed to decrease the amount of greenhouses.
Large amounts of meat consumption are harming the environment, so the environmentally friendly choice would be to reduce meat consumption.
Large amounts of meat consumption are harming the environment, so it should be eaten in moderation.
Large amounts of meat consumption are harming the environment, so some people are looking for environmentally friendly alternatives.
Large amounts of meat consumption are harming the environment, so some people are becoming Flexitarians, eating meats only sometimes.
Large amounts of meat consumption are harming the environment, so people are debating whether we should keep the level of meat consumption.
Large amounts of meat consumption are harming the environment, so a compromise is needed to eat less meat.
Large amounts of meat consumption are harming the environment, so it needs to be reduced because it generates almost one fifth of the world's green house gases.
Large amounts of meat consumption are harming the environment, so eating meat may be ethically questionable.
Large amounts of meat consumption are harming the environment, so we should really cut down on it.
Large amounts of meat consumption are harming the environment, so we all need to think about this and do our part to reduce our meat consumption.
Large amounts of meat consumption are harming the environment, so much so that 1/5 of greenhouse gases are produced by meat facilities and transport.
Large amounts of meat consumption are harming the environment, so we should reduce the amount of meat that we eat.
Large amounts of meat consumption are harming the environment, so we need to find an alternative solution.
Large amounts of meat consumption are harming the environment, so some people are choosing to become flexitarians, where their diet is mostly plant-based, but they will sometimes eat meat or fish in moderation.
Large amounts of meat consumption are harming the environment, so everyone should work on reducing their intake by a small amount
Large amounts of meat consumption are harming the environment, so some people have become Flexitarians, that is eating mostly a plant-based diet, and occasionally eating meats.
Large amounts of meat consumption are harming the environment, so we should try to eat less meat if we can.
Large amounts of meat consumption are harming the environment, so people should reduce their meat consumption in order to save the environment.
Large amounts of meat consumption are harming the environment, so some people are flexitarians and are generally vegetarians but eat meat ocasisonally
Large amounts of meat consumption are harming the environment, so some people have opted to be flexitarians which means that most of their diet is plant based, but they will consume meat in small amounts occasionally, providing some balance to the situation.
Large amounts of meat consumption are harming the environment, so meat, if consumed, should be eaten in moderation.
Large amounts of meat consumption are harming the environment, so some people choose another option like “Flexitarians” are vegetarians who eat meat occasionally.
Large amounts of meat consumption are harming the environment, so This could be related to higher intakes of saturated fat and cholesterol.
Large amounts of meat consumption are harming the environment, so people should become "Flexitarians".
Large amounts of meat consumption are harming the environment, so many people decide to be “Flexitarians” and eat meat just occasionally.
Large amounts of meat consumption are harming the environment, so we should consider being flexitarians to be more efficient with resources and allow less livestock to be raised.
Large amounts of meat consumption are harming the environment, so a call to action is needed.
Large amounts of meat consumption are harming the environment, so we need to slow it down
Large amounts of meat consumption are harming the environment, so some people decided to reduce their own consumption intake.
Large amounts of meat consumption are harming the environment, so some people choose to moderate their intake of meat and fish.
Large amounts of meat consumption are harming the environment, so almost half of the water used is for the raising of livestock.
Large amounts of meat consumption are harming the environment, so we could become "flexatarians" and eat meat only occasionally.
Large amounts of meat consumption are harming the environment, so people can choose to become flexitarians and reduce bad impacts.
Large amounts of meat consumption are harming the environment, so people have taking to eating meat some of the time while still mostly being plant based.
Large amounts of meat consumption are harming the environment, so alternative meat consumption patterns like flexitarianism should be considered.
Large amounts of meat consumption are harming the environment, so full energy is obtained
Large amounts of meat consumption are harming the environment, so as a result global warming will continue to destroy our planet.
Large amounts of meat consumption are harming the environment, so people are changing the way that they eat and deciding to attack the meat industry.
Large amounts of meat consumption are harming the environment, so many Americans are becoming, Flexitarians, and eat meat in moderation.
Large amounts of meat consumption are harming the environment, so now half the water in the US goes to raising livestock.
Large amounts of meat consumption are harming the environment, so some people have decided to be flexitarians.
Large amounts of meat consumption are harming the environment, so there is a need to educate the population for less animal consumption and seeking alternatives.
Large amounts of meat consumption are harming the environment, so some people are eating meat on occasion, and veggies the rest of the way
Large amounts of meat consumption are harming the environment, so some people are choosing to be Flexitarians to try to balance out how much meat they eat.
Large amounts of meat consumption are harming the environment, so it would be wise for people to adopt a vegetarian or "flexitarian" diet, either eliminating meat from their diet, or limiting it to a more moderate consumption level.
Large amounts of meat consumption are harming the environment, so some have decided to only eat meat occasionally.
Large amounts of meat consumption are harming the environment, so some people are adapting a flexitarian diet.
Large amounts of meat consumption are harming the environment, so some people are becoming flexitarians, eating mostly vegetables with a little bit of meat.
Large amounts of meat consumption are harming the environment, so we should cut back and eat mostly plant-based diets.
Large amounts of meat consumption are harming the environment, so it is our collective moral responsibility to try to cut back where we can.
Large amounts of meat consumption are harming the environment, so more people could choose to eat meat less often.
Large amounts of meat consumption are harming the environment, so it would be helpful to the environment to moderate our consumption of meat.
Large amounts of meat consumption are harming the environment, so considering being a flexiterian may be an option.
Large amounts of meat consumption are harming the environment, so maybe a “Flexitarians” approach is something to consider maybe only consume meat once in awhile
Large amounts of meat consumption are harming the environment, so Some people decide to only eat meat on special occasions, they are called flexitarian’s.
Large amounts of meat consumption are harming the environment, so some people are choosing to be flexitarians, eating mostly plant-based diets and enjoying meat and fish in moderation.
Large amounts of meat consumption are harming the environment, so if we reduced our consumption of meat we could reduce the harmful effects on our environment.
Large amounts of meat consumption are harming the environment, so a new group of flexitarians has emerged who are primarily vegetarians but occasionally choose to consume meat and fish.
Large amounts of meat consumption are harming the environment, so we should find a good median where we can still eat what we like, not harm the environmen, and help produce more jobs.
Large amounts of meat consumption are harming the environment, so you should go Vegan, You wouldn't try water with a little poison in it or Would you?
Large amounts of meat consumption are harming the environment, so some people eat a diet that is mostly plant-based but eat meat and fish in moderation as healthy and responsible choices.
Large amounts of meat consumption are harming the environment, so some people choose to be "flexitarians" and only eat meat occasionally.
Large amounts of meat consumption are harming the environment, so some are choosing to eat meat only on occasion to help the problem.
Large amounts of meat consumption are harming the environment, so some people choose to be mostly vegetarian with only eating meat occasionally.
Large amounts of meat consumption are harming the environment, so some people are adopting a "flexitarian" diet, a diet that is primarily plant based with occasional meat and fish consumption.
Large amounts of meat consumption are harming the environment, so some people called flexitarians eat meat on special occasions.
Large amounts of meat consumption are harming the environment, so if we made an effort to produce low or no emission vehicles, we would reduce the environmental harm.
Large amounts of meat consumption are harming the environment, so many people are limiting their meat consumption and have become more flexible by eating more fruits and vegetables as their main course.
Large amounts of meat consumption are harming the environment, so the industry is thriving.
Large amounts of meat consumption are harming the environment, so a reasonable option would be to either give up eating meat altogether or by becoming a flexitarian, where you only eat meat occassionally.
Large amounts of meat consumption are harming the environment, so some people choose mostly plant-based diet with occasional inclusion of meats and fish.
Large amounts of meat consumption are harming the environment, so some people choose to adopt a Flexitarian lifestyle, eating a mostly plant-based diet, and consuming meat in a more responsible manner.
Large amounts of meat consumption are harming the environment, so some people are adopting the flexitarian idea of a mainly plant based diet with some meat and fish as well.
Large amounts of meat consumption are harming the environment, so many people are becoming Flexitarians.
Large amounts of meat consumption are harming the environment, so the American tradition of eating meat may need to change or decrease slightly.
Large amounts of meat consumption are harming the environment, so people are becoming flexitarians and reducing there meat consumption.
Large amounts of meat consumption are harming the environment, so some people are turning to becoming flexitarians and only supplementing their diet with meat in moderation.
Large amounts of meat consumption are harming the environment, so lets find another way to eat meat but also not harm the enviroment.
Large amounts of meat consumption are harming the environment, so we should try consume meat in moderation.
Large amounts of meat consumption are harming the environment, so Americans should likely adopt a more plant based diet and eat meat in moderation.
Large amounts of meat consumption are harming the environment, so some people are turning to a more plant-based diet, such as vegetarianism or flexitarianism.
Large amounts of meat consumption are harming the environment, so some people have decided to become Flexitarians and only eat meat occasionally.
Large amounts of meat consumption are harming the environment, so we should limit the amount of meat we eat.
Large amounts of meat consumption are harming the environment, so some people choose another option which is called “Flexitarians” they are vegetarians who eat meat occasionally.
Large amounts of meat consumption are harming the environment, so many people are switching over to vegetarianism or only incorporating meat into their diets in moderate amounts.
Large amounts of meat consumption are harming the environment, so maybe finding a middle ground and eating less meat is a good idea.
Large amounts of meat consumption are harming the environment, so a new for of vegetarianism, where meat and fish are consumed occasionally, has arisen.
Large amounts of meat consumption are harming the environment, so one option for Americans would be the "flexitarian" diet.
Large amounts of meat consumption are harming the environment, so we should keep eating beef and destroy the earth.
Large amounts of meat consumption are harming the environment, so we should eat fish and meat in moderation.
Large amounts of meat consumption are harming the environment, so we should find ways to make the production of meat more sustainable.
Large amounts of meat consumption are harming the environment, so some people have decided to eat mostly vegetarian foods while eating meat sparingly.
Large amounts of meat consumption are harming the environment, so people should try to become "Flexitarians", vegetarians who occasionally eat meat, in order to reduce meat consumption without completely disrupting the meat industry.
Large amounts of meat consumption are harming the environment, so we need to try to consume in moderation
Large amounts of meat consumption are harming the environment, so there are people out there describing themselves as "Flexitarians", who subsist mainly on a plant-based diet, but eat meat and fish occasionally and intentionally.
Large amounts of meat consumption are harming the environment, so maybe becoming a flexitarian is a smarter choice.
Large amounts of meat consumption are harming the environment, so we will eventually see much greater devastation on the planet as time passes and people continue to consume meats at a parallel rate if not faster.
Large amounts of meat consumption are harming the environment, so we could eat meat in moderation to help slow down harming the environment.
Large amounts of meat consumption are harming the environment, so we should eat meat in moderation.
Large amounts of meat consumption are harming the environment, so many Americans are transitioning to plant based diets
Large amounts of meat consumption are harming the environment, so some people choose another option,“Flexitarians” are vegetarians who eat meat occasionally.
Large amounts of meat consumption are harming the environment, so some people "flexitarian's" choose to eat meat moderately.
Large amounts of meat consumption are harming the environment, so we should eat a mostly plant-based diet with a moderate amount of meats and fish.
Large amounts of meat consumption are harming the environment, so it would be beneficial to be more mindful about the meat you consume and the meat you throw away.
Large amounts of meat consumption are harming the environment, so we are basically screwed, Im gonna enjoy a burger now and again.
Large amounts of meat consumption are harming the environment, so people should look into plant based
Large amounts of meat consumption are harming the environment, so quit poisoning yourself with comercial meat or worse "lab Meat":
Large amounts of meat consumption are harming the environment, so some people choose another option eating meat occasionally.
Large amounts of meat consumption are harming the environment, so we should work to promote diets that consist of less meat consumption.
Large amounts of meat consumption are harming the environment, so some people are becoming "flexatarians," basically eat plant based most of the time but consuming meat and fish in moderation.
Large amounts of meat consumption are harming the environment, so I will continue eating meat, and wait for science to catch up with God's design.
Large amounts of meat consumption are harming the environment, so some people choosing to become “Flexitarians”.
Large amounts of meat consumption are harming the environment, so some people have chosen to become "Flexitarians" and these are people who believe a diet should be mostly plant based, but agree that consuming some meat in moderation is fine!
Large amounts of meat consumption are harming the environment, so many are choosing to eat less meat or eliminate it from their diet entirely.
Large amounts of meat consumption are harming the environment, so many people are are reducing or cutting meat out of their diets entirely
Large amounts of meat consumption are harming the environment, so some attempts to slow the expansion of raising animals for food are beneficial to future generations.
Large amounts of meat consumption are harming the environment, so In addition, almost half of the water used in the U.S. goes to raising livestock.
Large amounts of meat consumption are harming the environment, so some people choose another option: “Flexitarians”.
Large amounts of meat consumption are harming the environment, so more than the greenhouse gases produced by cars, trucks, trains, and airplanes combined
Large amounts of meat consumption are harming the environment, so people should be encouraged to eat mostly plant based with meat and fish consumption in moderation.
Large amounts of meat consumption are harming the environment, so consuming meat in moderation could help the environment.
Large amounts of meat consumption are harming the environment, so that the meat industry can continue to thrive and transport meat to all over the world.
Large amounts of meat consumption are harming the environment, so we should try to reduce consumption
Large amounts of meat consumption are harming the environment, so a lot of Americans are opting for different diets.
Large amounts of meat consumption are harming the environment, so people are choosing to make lifestyle changes such as becoming a flexitarian to still enjoy meat in moderation.
Large amounts of meat consumption are harming the environment, so I should reduce how much meat I eat
Large amounts of meat consumption are harming the environment, so limiting personal meat consumption will help protect the environment.
Large amounts of meat consumption are harming the environment, so we need to be active now to repair the damage to the environment and be responsible for the impact the meat industry is causing.
Large amounts of meat consumption are harming the environment, so SWITCHING TO VEGETARIAN FOR EXAMPLE AND EAT MEAT IN MODERATION WOULD HELP.
Large amounts of meat consumption are harming the environment, so adopting a "flexitarian" lifestyle, in which meat is only consumed occasionally, may be a good compromise.
Large amounts of meat consumption are harming the environment, so some people are choosing another option, Flexitarians are vegetarians who eat meat occasionally in moderation.
Large amounts of meat consumption are harming the environment, so some people are becoming flexitarians
Large amounts of meat consumption are harming the environment, so we should try to become flexitarians, vegetarians that eat meat occasionally to reduce the harm to the world.
Large amounts of meat consumption are harming the environment, so it necessary to lessen and moderate the mount of meat consumption.
Large amounts of meat consumption are harming the environment, so switching to flexatarian based diets could reduce the overall greenhouse gasses produced in raising livestock
Large amounts of meat consumption are harming the environment, so reducing but not eliminating meat consumption is a good environmental choice.
Large amounts of meat consumption are harming the environment, so some citizens are choosing an alternative dieting method known as a Flexitarian; These individuals are mostly vegetarians who on occasion consume meat.
Large amounts of meat consumption are harming the environment, so some people choose another option.
Large amounts of meat consumption are harming the environment, so a diet should be mostly plant-based, but that meat and fish can be healthy and responsible choices if consumed in moderation.
Large amounts of meat consumption are harming the environment, so switching to eating meat occasionally and in moderation which has led to a title of Flexitarian.
Large amounts of meat consumption are harming the environment, so people need to make responsible choices.
Large amounts of meat consumption are harming the environment, so we should reduce our dependence on animals as our only source of protein.
Large amounts of meat consumption are harming the environment, so eliminating or limiting consumption would be beneficial.
Large amounts of meat consumption are harming the environment, so we should reduce our consumption, if not completely , by allowing smaller amounts of meat into our diets.
Large amounts of meat consumption are harming the environment, so some people have chosen to be flexitarians who only eat meat occasionally.
Large amounts of meat consumption are harming the environment, so Flexitarians are vegetarians who eat meat occasionally reduced the greenhouse gases.
Large amounts of meat consumption are harming the environment, so meats eaten in moderation, the industry could thrive.
Large amounts of meat consumption are harming the environment, so some people choose another option: “Flexitarians” are vegetarians who eat meat occasionally.
Large amounts of meat consumption are harming the environment, so some people are "flexitarians" in that, they eat meat occasionally.
Large amounts of meat consumption are harming the environment, so we should look into becoming flexitarians, who eat meat but whose diets are mostly plant-based.
Large amounts of meat consumption are harming the environment, so being a flexitarians may be an option by reducing the consumption of meat but not completely giving up meat
Large amounts of meat consumption are harming the environment, so we should reduce the amount of animal protein in our food and look towards plants.
Large amounts of meat consumption are harming the environment, so we must reduce our meat consumption and consider becoming "Flexitarians" therefore only eat meat occasionally.
Large amounts of meat consumption are harming the environment, so large groups of people are moving away from meat based diets.
Large amounts of meat consumption are harming the environment, so some people are becoming flexitarians who eat a mostly plant based diet and meat only sometimes
Large amounts of meat consumption are harming the environment, so flexitarians eat meat only occasionally.
Large amounts of meat consumption are harming the environment, so something needs to be done in order to reduce such choices.
Large amounts of meat consumption are harming the environment, so people are becoming partial vegetarians
Large amounts of meat consumption are harming the environment, so some people are becoming flexitarians (people who are primarily vegetarian but eat meat and fish occasionally).
Large amounts of meat consumption are harming the environment, so some people are choosing to adopt a "flexitarian" diet which is primarily plant based but includes the consumption of meat and fish in limited amounts.
Large amounts of meat consumption are harming the environment, so we need to find a sustainable way to produce meat locally.
Large amounts of meat consumption are harming the environment, so flexitarians believe that a diet should be primarily plant-based.
Large amounts of meat consumption are harming the environment, so Americans should try to consume less meat.
Large amounts of meat consumption are harming the environment, so people have to think of being flexitarians.
Large amounts of meat consumption are harming the environment, so we need to reduce the amount of meat that we eat.
Large amounts of meat consumption are harming the environment, so flexitarians recommend eating meat in moderation.
Large amounts of meat consumption are harming the environment, so maybe the idea of flexitarians would be a good compromise because it would reduce waste but there would also still be a fair amount of meat consumption.
Large amounts of meat consumption are harming the environment, so people should consider becoming a flexitarian.
Large amounts of meat consumption are harming the environment, so unless we cut our production and consumption of meat we will continue to emit harmful greenhouse gases and worsen the effects of climate change.
Large amounts of meat consumption are harming the environment, so it may be beneficial to society for people to switch to more of a plant based diet.
Large amounts of meat consumption are harming the environment, so some environmentally conscious people are adopting a flexitarian diet, cutting back on meat consumption.
Large amounts of meat consumption are harming the environment, so many are becoming flexiterians who are mostly vegetarian but will occasionally ear meat.
Large amounts of meat consumption are harming the environment, so cutting back could help make less green house gases and help the environment.
Large amounts of meat consumption are harming the environment, so reduced meat consumption would reduce the environmental damage.
Large amounts of meat consumption are harming the environment, so greenhouse gases are higher.
Large amounts of meat consumption are harming the environment, so some people choose to be flexitarian.
Large amounts of meat consumption are harming the environment, so we should be cutting back on eating meat.
Large amounts of meat consumption are harming the environment, so it would help if Americans would cut back on meat consumption.
Large amounts of meat consumption are harming the environment, so we should reduce the amount of meat we consume as a country.
Large amounts of meat consumption are harming the environment, so we should determine ways to reduce the negative effect on the environment by being more responsible with our meat eating habits.
Large amounts of meat consumption are harming the environment, so some people choose to be vegetarians and eat less meat.
Large amounts of meat consumption are harming the environment, so some people choose another option such as being “Flexitarians” are vegetarians who eat meat occasionally
Large amounts of meat consumption are harming the environment, so we should try to compromise
Large amounts of meat consumption are harming the environment, so people choose to become "flexitarians" who believe that a diet should be mostly plant-based, but that meat and fish can be healthy and responsible choices if consumed in moderation.
Large amounts of meat consumption are harming the environment, so try eating meat occasionally to cut down on greenhouse gases.
Large amounts of meat consumption are harming the environment, so we should make responsible choices
Large amounts of meat consumption are harming the environment, so to compromise, people are becoming Flexitarians and reducing their meat consumption, and increasing plant based food intake.
Large amounts of meat consumption are harming the environment, so a balance will have to be struck, between meat consumption and environmental preservation and protection.
Large amounts of meat consumption are harming the environment, so we should choose how we consume meat more wisely, perhaps compromising
Large amounts of meat consumption are harming the environment, so its up to us to reduce our meat consumption.
Large amounts of meat consumption are harming the environment, so we can be more aware of our consumption, perhaps be more flexitarian
Large amounts of meat consumption are harming the environment, so there needs to be a compromise between responsible consumptions and production of meat, and the way it affects both the environment and the economy.
Large amounts of meat consumption are harming the environment, so is farming and harvesting for plant based foods, therefore we should all just become breatharians, due to some vague unsubstantiated sense of guilt and obligation to the amorphous concept referred to as "the environment."
Large amounts of meat consumption are harming the environment, so it is important for people to keep it in moderate level so that people still can maintain the health in a good level
