flexitarians can change that.,Flexitarian w/o connection to environment or jobs,,flexitarians can change that.,Flexitarian w/o connection to environment or jobs,TRUE,,flexitarians can change that.,Flexitarians benefit environment,FALSE,,flexitarians can change that.,,Flexitarian w/o connection to environment or jobs,TRUE,
"flexitarians provide an alternative that does not harm the environment as much,",Flexitarians benefit environment,,"flexitarians provide an alternative that does not harm the environment as much,",Flexitarians benefit environment,TRUE,,"flexitarians provide an alternative that does not harm the environment as much,",Flexitarians benefit environment,TRUE,,"flexitarians provide an alternative that does not harm the environment as much,",,Flexitarians benefit environment,TRUE,
for Americans eating meat is considered tradition.,People will or should still eat meat,,for Americans eating meat is considered tradition.,People will or should still eat meat,TRUE,,for Americans eating meat is considered tradition.,People will or should still eat meat,TRUE,,for Americans eating meat is considered tradition.,,The meat industry is important/thriving,FALSE,
for some Americans eliminating meat would be like giving up an essential part of our culture and traditions.,People will or should still eat meat,,for some Americans eliminating meat would be like giving up an essential part of our culture and traditions.,People will or should still eat meat,TRUE,,for some Americans eliminating meat would be like giving up an essential part of our culture and traditions.,People will or should still eat meat,TRUE,,for some Americans eliminating meat would be like giving up an essential part of our culture and traditions.,,The meat industry is important/thriving,FALSE,
God gave us meat to eat after the flood as part of our nutritional needs,People will or should still eat meat,,God gave us meat to eat after the flood as part of our nutritional needs,Outside of article's scope,FALSE,,God gave us meat to eat after the flood as part of our nutritional needs,Outside of article's scope,FALSE,,God gave us meat to eat after the flood as part of our nutritional needs,,Outside of article's scope,FALSE,
I do not like vegetables so I will continue to eat meat.,People will or should still eat meat,,I do not like vegetables so I will continue to eat meat.,People will or should still eat meat,TRUE,,I do not like vegetables so I will continue to eat meat.,People will or should still eat meat,TRUE,,I do not like vegetables so I will continue to eat meat.,,People will or should still eat meat,TRUE,
i like it,People will or should still eat meat,,i like it,Outside of article's scope,FALSE,,i like it,People will or should still eat meat,TRUE,,i like it,,People will or should still eat meat,TRUE,
I still want to eat meat,People will or should still eat meat,,I still want to eat meat,People will or should still eat meat,TRUE,,I still want to eat meat,People will or should still eat meat,TRUE,,I still want to eat meat,,People will or should still eat meat,TRUE,
in america it is the part of culture and traditions,People will or should still eat meat,,in america it is the part of culture and traditions,People will or should still eat meat,TRUE,,in america it is the part of culture and traditions,People will or should still eat meat,TRUE,,in america it is the part of culture and traditions,,The meat industry is important/thriving,FALSE,
is needed in the daily life.,People will or should still eat meat,,is needed in the daily life.,People will or should still eat meat,TRUE,,is needed in the daily life.,People will or should still eat meat,TRUE,,is needed in the daily life.,,People will or should still eat meat,TRUE,
it can be healthy for your diet,People will or should still eat meat,,it can be healthy for your diet,Outside of article's scope,FALSE,,it can be healthy for your diet,People will or should still eat meat,TRUE,,it can be healthy for your diet,,People will or should still eat meat,TRUE,
it is also boosting the economy and providing many jobs.,Meat creates jobs and benefits economy,,it is also boosting the economy and providing many jobs.,Meat creates jobs and benefits economy,TRUE,,it is also boosting the economy and providing many jobs.,Meat creates jobs and benefits economy,TRUE,,it is also boosting the economy and providing many jobs.,,Meat creates jobs and benefits economy,TRUE,
it is also creating and maintaining jobs and supporting the economy.,Meat creates jobs and benefits economy,,it is also creating and maintaining jobs and supporting the economy.,Meat creates jobs and benefits economy,TRUE,,it is also creating and maintaining jobs and supporting the economy.,Meat creates jobs and benefits economy,TRUE,,it is also creating and maintaining jobs and supporting the economy.,,Meat creates jobs and benefits economy,TRUE,
it is also driving the economy.,Meat creates jobs and benefits economy,,it is also driving the economy.,Meat creates jobs and benefits economy,TRUE,,it is also driving the economy.,Meat creates jobs and benefits economy,TRUE,,it is also driving the economy.,,Meat creates jobs and benefits economy,TRUE,
it is also good for the economy.,Meat creates jobs and benefits economy,,it is also good for the economy.,Meat creates jobs and benefits economy,TRUE,,it is also good for the economy.,Meat creates jobs and benefits economy,TRUE,,it is also good for the economy.,,Meat creates jobs and benefits economy,TRUE,
it is also helping the economics of the world due to more people consuming meat world wide.,Meat creates jobs and benefits economy,,it is also helping the economics of the world due to more people consuming meat world wide.,Meat creates jobs and benefits economy,TRUE,,it is also helping the economics of the world due to more people consuming meat world wide.,Meat creates jobs and benefits economy,TRUE,,it is also helping the economics of the world due to more people consuming meat world wide.,,Exports and demand are increasing,FALSE,
it is also helping the economy due to increasing exports to an increasing number of other countries.,Meat creates jobs and benefits economy,,it is also helping the economy due to increasing exports to an increasing number of other countries.,Meat creates jobs and benefits economy,TRUE,,it is also helping the economy due to increasing exports to an increasing number of other countries.,Meat creates jobs and benefits economy,TRUE,,it is also helping the economy due to increasing exports to an increasing number of other countries.,,Exports and demand are increasing,FALSE,
it is also providing a ton of jobs in the domestic industry.,Meat creates jobs and benefits economy,,it is also providing a ton of jobs in the domestic industry.,Meat creates jobs and benefits economy,TRUE,,it is also providing a ton of jobs in the domestic industry.,Meat creates jobs and benefits economy,TRUE,,it is also providing a ton of jobs in the domestic industry.,,Meat creates jobs and benefits economy,TRUE,
it is also very beneficial for the economy and it creates a lot of jobs by producing and exporting meat.,Meat creates jobs and benefits economy,,it is also very beneficial for the economy and it creates a lot of jobs by producing and exporting meat.,Meat creates jobs and benefits economy,TRUE,,it is also very beneficial for the economy and it creates a lot of jobs by producing and exporting meat.,Meat creates jobs and benefits economy,TRUE,,it is also very beneficial for the economy and it creates a lot of jobs by producing and exporting meat.,,Meat creates jobs and benefits economy,TRUE,
it is essential for humans to have protein in their diet to be healthy,People will or should still eat meat,,it is essential for humans to have protein in their diet to be healthy,People will or should still eat meat,TRUE,,it is essential for humans to have protein in their diet to be healthy,People will or should still eat meat,TRUE,,it is essential for humans to have protein in their diet to be healthy,,People will or should still eat meat,TRUE,
it is necessary to uphold the American culture of meat consumption as well as sustaining the domestic meat industries,People will or should still eat meat,,it is necessary to uphold the American culture of meat consumption as well as sustaining the domestic meat industries,People will or should still eat meat,TRUE,,it is necessary to uphold the American culture of meat consumption as well as sustaining the domestic meat industries,People will or should still eat meat,TRUE,,it is necessary to uphold the American culture of meat consumption as well as sustaining the domestic meat industries,,The meat industry is important/thriving,FALSE,
it is needed for an appropriate and healthy diet.,People will or should still eat meat,,it is needed for an appropriate and healthy diet.,People will or should still eat meat,TRUE,,it is needed for an appropriate and healthy diet.,People will or should still eat meat,TRUE,,it is needed for an appropriate and healthy diet.,,People will or should still eat meat,TRUE,
it is our right to eat what we want.,People will or should still eat meat,,it is our right to eat what we want.,People will or should still eat meat,TRUE,,it is our right to eat what we want.,People will or should still eat meat,TRUE,,it is our right to eat what we want.,,People will or should still eat meat,TRUE,
it is still needed so we need to find a better way for us to produce the meat we need.,Change the meat industry,,it is still needed so we need to find a better way for us to produce the meat we need.,Change the meat industry,TRUE,,it is still needed so we need to find a better way for us to produce the meat we need.,Change the meat industry,TRUE,,it is still needed so we need to find a better way for us to produce the meat we need.,,Change the meat industry,TRUE,
it uses water.,Meat consumption harms environment,,it uses water.,Meat consumption harms environment,TRUE,,it uses water.,Meat consumption harms environment,TRUE,,it uses water.,,Meat consumption harms environment,TRUE,
its also a healthy and responsible choice,People will or should still eat meat,,its also a healthy and responsible choice,People will or should still eat meat,TRUE,,its also a healthy and responsible choice,People will or should still eat meat,TRUE,,its also a healthy and responsible choice,,People will or should still eat meat,TRUE,
many people still adopt the American tradition of meat consumption.,People will or should still eat meat,,many people still adopt the American tradition of meat consumption.,People will or should still eat meat,TRUE,,many people still adopt the American tradition of meat consumption.,People will or should still eat meat,TRUE,,many people still adopt the American tradition of meat consumption.,,People will or should still eat meat,TRUE,
many people still chose to continue eating meat despite knowing this.,People will or should still eat meat,,many people still chose to continue eating meat despite knowing this.,People will or should still eat meat,TRUE,,many people still chose to continue eating meat despite knowing this.,People will or should still eat meat,TRUE,,many people still chose to continue eating meat despite knowing this.,,People will or should still eat meat,TRUE,
"meat consumption not only provides the physical sustenance we need, but has long since been a large part of our culture.",People will or should still eat meat,,"meat consumption not only provides the physical sustenance we need, but has long since been a large part of our culture.",People will or should still eat meat,TRUE,,"meat consumption not only provides the physical sustenance we need, but has long since been a large part of our culture.",People will or should still eat meat,TRUE,,"meat consumption not only provides the physical sustenance we need, but has long since been a large part of our culture.",,The meat industry is important/thriving,FALSE,
modern diets still incorporate meat often.,People will or should still eat meat,,modern diets still incorporate meat often.,People will or should still eat meat,TRUE,,modern diets still incorporate meat often.,People will or should still eat meat,TRUE,,modern diets still incorporate meat often.,,People will or should still eat meat,TRUE,
most humans need that source of protein.,People will or should still eat meat,,most humans need that source of protein.,Outside of article's scope,FALSE,,most humans need that source of protein.,People will or should still eat meat,TRUE,,most humans need that source of protein.,,People will or should still eat meat,TRUE,
"our bodies have health needs that include consuming meat from time to time, which forces our hands to knowingly cause harm.",People will or should still eat meat,,"our bodies have health needs that include consuming meat from time to time, which forces our hands to knowingly cause harm.",Outside of article's scope,FALSE,,"our bodies have health needs that include consuming meat from time to time, which forces our hands to knowingly cause harm.",People will or should still eat meat,TRUE,,"our bodies have health needs that include consuming meat from time to time, which forces our hands to knowingly cause harm.",,People will or should still eat meat,TRUE,
our water supply is in reality adequate to raise livestock so that we can eat meat.,Outside of article's scope,,our water supply is in reality adequate to raise livestock so that we can eat meat.,Outside of article's scope,TRUE,,our water supply is in reality adequate to raise livestock so that we can eat meat.,Outside of article's scope,TRUE,,our water supply is in reality adequate to raise livestock so that we can eat meat.,,Outside of article's scope,TRUE,
"people are finding new ways of incorporating meat into their diet, such as the flexitarians who eat meat occasionally.",Flexitarian w/o connection to environment or jobs,,"people are finding new ways of incorporating meat into their diet, such as the flexitarians who eat meat occasionally.",Flexitarian w/o connection to environment or jobs,TRUE,,"people are finding new ways of incorporating meat into their diet, such as the flexitarians who eat meat occasionally.",Flexitarian w/o connection to environment or jobs,TRUE,,"people are finding new ways of incorporating meat into their diet, such as the flexitarians who eat meat occasionally.",,Flexitarian w/o connection to environment or jobs,TRUE,
"people are making compromises by becoming occasional meat consumers, known as ""flexatarians"".",Flexitarian w/o connection to environment or jobs,,"people are making compromises by becoming occasional meat consumers, known as ""flexatarians"".",Flexitarian w/o connection to environment or jobs,TRUE,,"people are making compromises by becoming occasional meat consumers, known as ""flexatarians"".",Flexitarian w/o connection to environment or jobs,TRUE,,"people are making compromises by becoming occasional meat consumers, known as ""flexatarians"".",,Flexitarian w/o connection to environment or jobs,TRUE,
people are set in their ways and don’t want to change their habits.,People will or should still eat meat,,people are set in their ways and don’t want to change their habits.,People will or should still eat meat,TRUE,,people are set in their ways and don’t want to change their habits.,People will or should still eat meat,TRUE,,people are set in their ways and don’t want to change their habits.,,People will or should still eat meat,TRUE,
people need the iron in meat to survive.,People will or should still eat meat,,people need the iron in meat to survive.,People will or should still eat meat,TRUE,,people need the iron in meat to survive.,People will or should still eat meat,TRUE,,people need the iron in meat to survive.,,People will or should still eat meat,TRUE,
reducing consumption could be a detriment to the economy due to eliminated jobs and damage to the domestic industry.,Less meat consumption could harm economy and cut jobs,,reducing consumption could be a detriment to the economy due to eliminated jobs and damage to the domestic industry.,Less meat consumption could harm economy and cut jobs,TRUE,,reducing consumption could be a detriment to the economy due to eliminated jobs and damage to the domestic industry.,Less meat consumption could harm economy and cut jobs,TRUE,,reducing consumption could be a detriment to the economy due to eliminated jobs and damage to the domestic industry.,,Less meat consumption could harm economy and cut jobs,TRUE,
reducing consumption could damage and industry and hurt the economy with job loss.,Less meat consumption could harm economy and cut jobs,,reducing consumption could damage and industry and hurt the economy with job loss.,Less meat consumption could harm economy and cut jobs,TRUE,,reducing consumption could damage and industry and hurt the economy with job loss.,Less meat consumption could harm economy and cut jobs,TRUE,,reducing consumption could damage and industry and hurt the economy with job loss.,,Less meat consumption could harm economy and cut jobs,TRUE,
reducing consumption could harm the domestic industry and cost people their jobs.,Less meat consumption could harm economy and cut jobs,,reducing consumption could harm the domestic industry and cost people their jobs.,Less meat consumption could harm economy and cut jobs,TRUE,,reducing consumption could harm the domestic industry and cost people their jobs.,Less meat consumption could harm economy and cut jobs,TRUE,,reducing consumption could harm the domestic industry and cost people their jobs.,,Less meat consumption could harm economy and cut jobs,TRUE,
reducing consumption could harm the economy and eliminate jobs.,Less meat consumption could harm economy and cut jobs,,reducing consumption could harm the economy and eliminate jobs.,Less meat consumption could harm economy and cut jobs,TRUE,,reducing consumption could harm the economy and eliminate jobs.,Less meat consumption could harm economy and cut jobs,TRUE,,reducing consumption could harm the economy and eliminate jobs.,,Less meat consumption could harm economy and cut jobs,TRUE,
reducing consumption could hurt a very important domestic industry.,Less meat consumption could harm economy and cut jobs,,reducing consumption could hurt a very important domestic industry.,Less meat consumption could harm economy and cut jobs,TRUE,,reducing consumption could hurt a very important domestic industry.,Less meat consumption could harm economy and cut jobs,TRUE,,reducing consumption could hurt a very important domestic industry.,,Less meat consumption could harm economy and cut jobs,TRUE,
reducing consumption could hurt the economy and take away jobs.,Less meat consumption could harm economy and cut jobs,,reducing consumption could hurt the economy and take away jobs.,Less meat consumption could harm economy and cut jobs,TRUE,,reducing consumption could hurt the economy and take away jobs.,Less meat consumption could harm economy and cut jobs,TRUE,,reducing consumption could hurt the economy and take away jobs.,,Less meat consumption could harm economy and cut jobs,TRUE,
reducing consumption could hurt the economy and take away precious jobs.,Less meat consumption could harm economy and cut jobs,,reducing consumption could hurt the economy and take away precious jobs.,Less meat consumption could harm economy and cut jobs,TRUE,,reducing consumption could hurt the economy and take away precious jobs.,Less meat consumption could harm economy and cut jobs,TRUE,,reducing consumption could hurt the economy and take away precious jobs.,,Less meat consumption could harm economy and cut jobs,TRUE,
reducing consumption could take away jobs and hurt the economy.,Less meat consumption could harm economy and cut jobs,,reducing consumption could take away jobs and hurt the economy.,Less meat consumption could harm economy and cut jobs,TRUE,,reducing consumption could take away jobs and hurt the economy.,Less meat consumption could harm economy and cut jobs,TRUE,,reducing consumption could take away jobs and hurt the economy.,,Less meat consumption could harm economy and cut jobs,TRUE,
reducing consumption could take away precious jobs and hurt the economy,Less meat consumption could harm economy and cut jobs,,reducing consumption could take away precious jobs and hurt the economy,Less meat consumption could harm economy and cut jobs,TRUE,,reducing consumption could take away precious jobs and hurt the economy,Less meat consumption could harm economy and cut jobs,TRUE,,reducing consumption could take away precious jobs and hurt the economy,,Less meat consumption could harm economy and cut jobs,TRUE,
reducing consumption of meat could harm the  domestic industries and taking away responsible jobs.,Less meat consumption could harm economy and cut jobs,,reducing consumption of meat could harm the  domestic industries and taking away responsible jobs.,Less meat consumption could harm economy and cut jobs,TRUE,,reducing consumption of meat could harm the  domestic industries and taking away responsible jobs.,Less meat consumption could harm economy and cut jobs,TRUE,,reducing consumption of meat could harm the  domestic industries and taking away responsible jobs.,,Less meat consumption could harm economy and cut jobs,TRUE,
reducing intake would harm the economy.,Less meat consumption could harm economy and cut jobs,,reducing intake would harm the economy.,Less meat consumption could harm economy and cut jobs,TRUE,,reducing intake would harm the economy.,Less meat consumption could harm economy and cut jobs,TRUE,,reducing intake would harm the economy.,,Less meat consumption could harm economy and cut jobs,TRUE,
reducing it could harm the economy and take away vital jobs.,Less meat consumption could harm economy and cut jobs,,reducing it could harm the economy and take away vital jobs.,Less meat consumption could harm economy and cut jobs,TRUE,,reducing it could harm the economy and take away vital jobs.,Less meat consumption could harm economy and cut jobs,TRUE,,reducing it could harm the economy and take away vital jobs.,,Less meat consumption could harm economy and cut jobs,TRUE,
reducing it could hurt the economy and eliminate many jobs in the industry.,Less meat consumption could harm economy and cut jobs,,reducing it could hurt the economy and eliminate many jobs in the industry.,Less meat consumption could harm economy and cut jobs,TRUE,,reducing it could hurt the economy and eliminate many jobs in the industry.,Less meat consumption could harm economy and cut jobs,TRUE,,reducing it could hurt the economy and eliminate many jobs in the industry.,,Less meat consumption could harm economy and cut jobs,TRUE,
reducing it would hurt the economy and take away jobs.,Less meat consumption could harm economy and cut jobs,,reducing it would hurt the economy and take away jobs.,Less meat consumption could harm economy and cut jobs,TRUE,,reducing it would hurt the economy and take away jobs.,Less meat consumption could harm economy and cut jobs,TRUE,,reducing it would hurt the economy and take away jobs.,,Less meat consumption could harm economy and cut jobs,TRUE,
reducing it would hurt the economy.,Less meat consumption could harm economy and cut jobs,,reducing it would hurt the economy.,Less meat consumption could harm economy and cut jobs,TRUE,,reducing it would hurt the economy.,Less meat consumption could harm economy and cut jobs,TRUE,,reducing it would hurt the economy.,,Less meat consumption could harm economy and cut jobs,TRUE,
reducing meat consumption can take away jobs and hurt the economy.,Less meat consumption could harm economy and cut jobs,,reducing meat consumption can take away jobs and hurt the economy.,Less meat consumption could harm economy and cut jobs,TRUE,,reducing meat consumption can take away jobs and hurt the economy.,Less meat consumption could harm economy and cut jobs,TRUE,,reducing meat consumption can take away jobs and hurt the economy.,,Less meat consumption could harm economy and cut jobs,TRUE,
reducing meat consumption completely could hurting the economy and taking away precious jobs.,Less meat consumption could harm economy and cut jobs,,reducing meat consumption completely could hurting the economy and taking away precious jobs.,Less meat consumption could harm economy and cut jobs,TRUE,,reducing meat consumption completely could hurting the economy and taking away precious jobs.,Less meat consumption could harm economy and cut jobs,TRUE,,reducing meat consumption completely could hurting the economy and taking away precious jobs.,,Less meat consumption could harm economy and cut jobs,TRUE,
reducing meat consumption considerably could damage an important domestic industry and damage the economy.,Less meat consumption could harm economy and cut jobs,,reducing meat consumption considerably could damage an important domestic industry and damage the economy.,Less meat consumption could harm economy and cut jobs,TRUE,,reducing meat consumption considerably could damage an important domestic industry and damage the economy.,Less meat consumption could harm economy and cut jobs,TRUE,,reducing meat consumption considerably could damage an important domestic industry and damage the economy.,,Less meat consumption could harm economy and cut jobs,TRUE,
"reducing meat consumption could be damaging to an important domestic industry, hurting the economy and taking away precious jobs.",Less meat consumption could harm economy and cut jobs,,"reducing meat consumption could be damaging to an important domestic industry, hurting the economy and taking away precious jobs.",Less meat consumption could harm economy and cut jobs,TRUE,,"reducing meat consumption could be damaging to an important domestic industry, hurting the economy and taking away precious jobs.",Less meat consumption could harm economy and cut jobs,TRUE,,"reducing meat consumption could be damaging to an important domestic industry, hurting the economy and taking away precious jobs.",,Less meat consumption could harm economy and cut jobs,TRUE,
reducing meat consumption could damage a booming industry thus leading to job loss and economic downturn.,Less meat consumption could harm economy and cut jobs,,reducing meat consumption could damage a booming industry thus leading to job loss and economic downturn.,Less meat consumption could harm economy and cut jobs,TRUE,,reducing meat consumption could damage a booming industry thus leading to job loss and economic downturn.,Less meat consumption could harm economy and cut jobs,TRUE,,reducing meat consumption could damage a booming industry thus leading to job loss and economic downturn.,,Less meat consumption could harm economy and cut jobs,TRUE,
reducing meat consumption could damage an enormous industry and cost jobs.,Less meat consumption could harm economy and cut jobs,,reducing meat consumption could damage an enormous industry and cost jobs.,Less meat consumption could harm economy and cut jobs,TRUE,,reducing meat consumption could damage an enormous industry and cost jobs.,Less meat consumption could harm economy and cut jobs,TRUE,,reducing meat consumption could damage an enormous industry and cost jobs.,,Less meat consumption could harm economy and cut jobs,TRUE,
"reducing meat consumption could damage an important  domestic industry, hurting the economy and taking away precious jobs.",Less meat consumption could harm economy and cut jobs,,"reducing meat consumption could damage an important  domestic industry, hurting the economy and taking away precious jobs.",Less meat consumption could harm economy and cut jobs,TRUE,,"reducing meat consumption could damage an important  domestic industry, hurting the economy and taking away precious jobs.",Less meat consumption could harm economy and cut jobs,TRUE,,"reducing meat consumption could damage an important  domestic industry, hurting the economy and taking away precious jobs.",,Less meat consumption could harm economy and cut jobs,TRUE,
reducing meat consumption could damage an important an important domestic industry.,Less meat consumption could harm economy and cut jobs,,reducing meat consumption could damage an important an important domestic industry.,Less meat consumption could harm economy and cut jobs,TRUE,,reducing meat consumption could damage an important an important domestic industry.,Less meat consumption could harm economy and cut jobs,TRUE,,reducing meat consumption could damage an important an important domestic industry.,,Less meat consumption could harm economy and cut jobs,TRUE,
"reducing meat consumption could damage an important domestic industry, hurting the economy and taking away jobs.",Less meat consumption could harm economy and cut jobs,,"reducing meat consumption could damage an important domestic industry, hurting the economy and taking away jobs.",Less meat consumption could harm economy and cut jobs,TRUE,,"reducing meat consumption could damage an important domestic industry, hurting the economy and taking away jobs.",Less meat consumption could harm economy and cut jobs,TRUE,,"reducing meat consumption could damage an important domestic industry, hurting the economy and taking away jobs.",,Less meat consumption could harm economy and cut jobs,TRUE,
