"Schools should not allow junk food to be sold on campus, so that teens can make better choices.","Schools should not allow junk food to be sold on campus, so",
"Schools should not allow junk food to be sold on campus, so students do not become obese or unhealthy.","Schools should not allow junk food to be sold on campus, so",
"Schools should not allow junk food to be sold on campus, so to increase the good health of future generations.","Schools should not allow junk food to be sold on campus, so",
"Schools should not allow junk food to be sold on campus, so children do not get used to eating junk food","Schools should not allow junk food to be sold on campus, so",
"Schools should not allow junk food to be sold on campus, so schools should look to other means for fundraising.","Schools should not allow junk food to be sold on campus, so",
"Schools should not allow junk food to be sold on campus, so instead they could fill the vending machines with healthy alternatives.","Schools should not allow junk food to be sold on campus, so",
"Schools should not allow junk food to be sold on campus, so that students can avoid health problems.","Schools should not allow junk food to be sold on campus, so",
"Schools should not allow junk food to be sold on campus, so that healthy options, like fruits and veggie snacks can be offered instead for the student's health.","Schools should not allow junk food to be sold on campus, so",
"Schools should not allow junk food to be sold on campus, so that the students understand that those snacks are not important to your diet.","Schools should not allow junk food to be sold on campus, so",
"Schools should not allow junk food to be sold on campus, so no matter what the opposition it should become policy.","Schools should not allow junk food to be sold on campus, so",
"Schools should not allow junk food to be sold on campus, so they need to come up with a better plan.","Schools should not allow junk food to be sold on campus, so",
"Schools should not allow junk food to be sold on campus, so we need to stop the snack machines","Schools should not allow junk food to be sold on campus, so",
"Schools should not allow junk food to be sold on campus, so they must avoid to sell.","Schools should not allow junk food to be sold on campus, so",
"Schools should not allow junk food to be sold on campus, so schools should take small steps to implement healthier choices.","Schools should not allow junk food to be sold on campus, so",
"Schools should not allow junk food to be sold on campus, so students won't be tempted to eat unhealthy snacks.","Schools should not allow junk food to be sold on campus, so",
"Schools should not allow junk food to be sold on campus, so that healthy eating is promoted among students and faculty alike.","Schools should not allow junk food to be sold on campus, so",
"Schools should not allow junk food to be sold on campus, so children can have access to healthy food and options it can also lead into other things such as discussions about healthy choices and the outcomes of eating junk food alternatives.","Schools should not allow junk food to be sold on campus, so",
"Schools should not allow junk food to be sold on campus, so it should be removed and replaced with healthier snacking options.","Schools should not allow junk food to be sold on campus, so",
"Schools should not allow junk food to be sold on campus, so the students can learn to make better choices which they can take into their adulthood.","Schools should not allow junk food to be sold on campus, so",
"Schools should not allow junk food to be sold on campus, so children will choose the healthier options available and perhaps children will become healthier.","Schools should not allow junk food to be sold on campus, so",
"Schools should not allow junk food to be sold on campus, so that kids can avoid obesity.","Schools should not allow junk food to be sold on campus, so",
"Schools should not allow junk food to be sold on campus, so that kids will eat a regular lunch.","Schools should not allow junk food to be sold on campus, so",
"Schools should not allow junk food to be sold on campus, so it will create a healthier enviroment.","Schools should not allow junk food to be sold on campus, so",
"Schools should not allow junk food to be sold on campus, so that they can create revenue.","Schools should not allow junk food to be sold on campus, so",
"Schools should not allow junk food to be sold on campus, so that students can work on become healthier adults, the way in which students are taught contributes to how they will continue to live throughout the rest of their lives, so if they are taught that having a healthy lifestyle is important as a child they will continue down this path as an adult.","Schools should not allow junk food to be sold on campus, so",
"Schools should not allow junk food to be sold on campus, so that children don't have access to junk food during the school day.","Schools should not allow junk food to be sold on campus, so",
"Schools should not allow junk food to be sold on campus, so children can grow without the unhealthy processed snacks affecting them.","Schools should not allow junk food to be sold on campus, so",
"Schools should not allow junk food to be sold on campus, so the experts on nutrition are trying to promote healthier snacks in the vending machines.","Schools should not allow junk food to be sold on campus, so",
"Schools should not allow junk food to be sold on campus, so that students are not affected by type 2 diabetes and obesity.","Schools should not allow junk food to be sold on campus, so",
"Schools should not allow junk food to be sold on campus, so they should replace it with healthier and more wholesome options.","Schools should not allow junk food to be sold on campus, so",
"Schools should not allow junk food to be sold on campus, so children learn to make healthy decisions.","Schools should not allow junk food to be sold on campus, so",
"Schools should not allow junk food to be sold on campus, so they should side with health agencies to help promote eating healthy diet.","Schools should not allow junk food to be sold on campus, so",
"Schools should not allow junk food to be sold on campus, so as to prevent health issues.","Schools should not allow junk food to be sold on campus, so",
"Schools should not allow junk food to be sold on campus, so students did not eat junk foods","Schools should not allow junk food to be sold on campus, so",
"Schools should not allow junk food to be sold on campus, so student did not eat the junk food and they eat the food contains more nutritious","Schools should not allow junk food to be sold on campus, so",
"Schools should not allow junk food to be sold on campus, so their kids are healthier.","Schools should not allow junk food to be sold on campus, so",
"Schools should not allow junk food to be sold on campus, so students will be healthier and have more energy.","Schools should not allow junk food to be sold on campus, so",
"Schools should not allow junk food to be sold on campus, so students are only exposed to healthy food in the school.","Schools should not allow junk food to be sold on campus, so",
"Schools should not allow junk food to be sold on campus, so kids have to get used to making healthy snack choices that will hopefully stick with them thru life.","Schools should not allow junk food to be sold on campus, so",
"Schools should not allow junk food to be sold on campus, so we should all get on board with this notion so our next generation is healthier","Schools should not allow junk food to be sold on campus, so",
"Schools should not allow junk food to be sold on campus, so junk food would not be too accessible for kids.","Schools should not allow junk food to be sold on campus, so",
"Schools should not allow junk food to be sold on campus, so kids can focus on and get used to healthier foods.","Schools should not allow junk food to be sold on campus, so",
"Schools should not allow junk food to be sold on campus, so students will have some awareness about their healthy diets and then they will also start concentrating on some healthy foods","Schools should not allow junk food to be sold on campus, so",
"Schools should not allow junk food to be sold on campus, so other popular, tasty, healthy options should be abundant.","Schools should not allow junk food to be sold on campus, so",
"Schools should not allow junk food to be sold on campus, so that we can help protect the youth.","Schools should not allow junk food to be sold on campus, so",
"Schools should not allow junk food to be sold on campus, so schools should stock vending machines with healthy snacks","Schools should not allow junk food to be sold on campus, so",
"Schools should not allow junk food to be sold on campus, so students are able to mature into a healthy adulthood in which they will be free to make choices about junk food in a more mature way.","Schools should not allow junk food to be sold on campus, so",
"Schools should not allow junk food to be sold on campus, so that fewer kods will be obese and diabetic.","Schools should not allow junk food to be sold on campus, so",
"Schools should not allow junk food to be sold on campus, so the vending machines must offer nutritional snacks that are also appealing to the students.","Schools should not allow junk food to be sold on campus, so",
"Schools should not allow junk food to be sold on campus, so there are opportunities for sellers of healthier options to sell their products.","Schools should not allow junk food to be sold on campus, so",
"Schools should not allow junk food to be sold on campus, so kids can be taught to make better life choices.","Schools should not allow junk food to be sold on campus, so",
"Schools should not allow junk food to be sold on campus, so they should provide more healthy and organic snacks for purchase.","Schools should not allow junk food to be sold on campus, so",
"Schools should not allow junk food to be sold on campus, so there should be an healthy alternative.","Schools should not allow junk food to be sold on campus, so",
"Schools should not allow junk food to be sold on campus, so that students will learn to make better food choices.","Schools should not allow junk food to be sold on campus, so",
"Schools should not allow junk food to be sold on campus, so the students get at least one healthy meal a day.","Schools should not allow junk food to be sold on campus, so",
"Schools should not allow junk food to be sold on campus, so kids hopefully will choose healthier options.","Schools should not allow junk food to be sold on campus, so",
"Schools should not allow junk food to be sold on campus, so they have to come up with different & healthier options","Schools should not allow junk food to be sold on campus, so",
"Schools should not allow junk food to be sold on campus, so that health issues and obesity don't become problems.","Schools should not allow junk food to be sold on campus, so",
"Schools should not allow junk food to be sold on campus, so we should replace all junk food with healthier options that are just as good tasting.","Schools should not allow junk food to be sold on campus, so",
"Schools should not allow junk food to be sold on campus, so I think we should provide healthier alternatives in the vending machines.","Schools should not allow junk food to be sold on campus, so",
"Schools should not allow junk food to be sold on campus, so as to promote a healthy lifestyle","Schools should not allow junk food to be sold on campus, so",
"Schools should not allow junk food to be sold on campus, so kids will not get type 2 diabetes.","Schools should not allow junk food to be sold on campus, so",
"Schools should not allow junk food to be sold on campus, so they should not sell it at school","Schools should not allow junk food to be sold on campus, so",
"Schools should not allow junk food to be sold on campus, so the schools need to provide healthy options instead.","Schools should not allow junk food to be sold on campus, so",
"Schools should not allow junk food to be sold on campus, so we need to replace those with healthier, but still delicious options.","Schools should not allow junk food to be sold on campus, so",
"Schools should not allow junk food to be sold on campus, so if a student bring a snack from home, someone should confiscate it.","Schools should not allow junk food to be sold on campus, so",
"Schools should not allow junk food to be sold on campus, so that the amount of kids who end up having type 2 diabetes ends up being lowered.","Schools should not allow junk food to be sold on campus, so",
"Schools should not allow junk food to be sold on campus, so kids will try new things they might otherwise not try.","Schools should not allow junk food to be sold on campus, so",
"Schools should not allow junk food to be sold on campus, so students can be exposed to healthy food they may not receive at home.","Schools should not allow junk food to be sold on campus, so",
"Schools should not allow junk food to be sold on campus, so that the campus can start to change it's position on junk food.","Schools should not allow junk food to be sold on campus, so",
"Schools should not allow junk food to be sold on campus, so information needs to be sent home to let the community know what to expect, and what to send their children to school with.","Schools should not allow junk food to be sold on campus, so",
"Schools should not allow junk food to be sold on campus, so that students would eat what the school serve in the cafeteria which would be healthier.","Schools should not allow junk food to be sold on campus, so",
"Schools should not allow junk food to be sold on campus, so they may help reduce the increase in type 2 diabetes.","Schools should not allow junk food to be sold on campus, so",
"Schools should not allow junk food to be sold on campus, so there won’t be an increased number of obese people.","Schools should not allow junk food to be sold on campus, so",
"Schools should not allow junk food to be sold on campus, so alternatives that are healthier, like fruit and water, should be available for purchase.","Schools should not allow junk food to be sold on campus, so",
"Schools should not allow junk food to be sold on campus, so that it is not accessible for the kids and they will only go for good and healthy choice than bad.","Schools should not allow junk food to be sold on campus, so",
"Schools should not allow junk food to be sold on campus, so the school can make profits off of children's poor dietary choices.","Schools should not allow junk food to be sold on campus, so",
"Schools should not allow junk food to be sold on campus, so students can become healthier and minimize risks for obesity and diabetes.","Schools should not allow junk food to be sold on campus, so",
"Schools should not allow junk food to be sold on campus, so every school in this country should either stack the machines with minimal junk food or get rid of the snack machines.","Schools should not allow junk food to be sold on campus, so",
"Schools should not allow junk food to be sold on campus, so they need to find alternatives.","Schools should not allow junk food to be sold on campus, so",
"Schools should not allow junk food to be sold on campus, so it is to hoped that this will have an decrease the rate of obesity and diabetes among schoolchildren.","Schools should not allow junk food to be sold on campus, so",
"Schools should not allow junk food to be sold on campus, so that health eating is incentivized at an early age, however it is questionable how positive the effect will be if this is not mirrored at home.","Schools should not allow junk food to be sold on campus, so",
"Schools should not allow junk food to be sold on campus, so they need to focus on filling vending or snack machines with nutritious foods, and teach kids what these kinds of snack foods will do to their body if abused.","Schools should not allow junk food to be sold on campus, so",
"Schools should not allow junk food to be sold on campus, so as not to instill bad eating choices with kids","Schools should not allow junk food to be sold on campus, so",
"Schools should not allow junk food to be sold on campus, so there should be healthier alternatives.","Schools should not allow junk food to be sold on campus, so",
"Schools should not allow junk food to be sold on campus, so they should cooperate with health professionals","Schools should not allow junk food to be sold on campus, so",
"Schools should not allow junk food to be sold on campus, so schools need to find other sources of income and put the students and their health first.","Schools should not allow junk food to be sold on campus, so",
"Schools should not allow junk food to be sold on campus, so they should remove all junk food options","Schools should not allow junk food to be sold on campus, so",
"Schools should not allow junk food to be sold on campus, so we will come up with ideas to supplement the junk food","Schools should not allow junk food to be sold on campus, so",
"Schools should not allow junk food to be sold on campus, so it may be unpopular but, in the long run, it is more important to promote healthier eating habits.","Schools should not allow junk food to be sold on campus, so",
"Schools should not allow junk food to be sold on campus, so it important to create policies that prevent junk food being sold on school premises.","Schools should not allow junk food to be sold on campus, so",
"Schools should not allow junk food to be sold on campus, so that students will be healthier.","Schools should not allow junk food to be sold on campus, so",
"Schools should not allow junk food to be sold on campus, so it will be easier to maintain healthy diets for them.","Schools should not allow junk food to be sold on campus, so",
"Schools should not allow junk food to be sold on campus, so that students can have healthier snack choices.","Schools should not allow junk food to be sold on campus, so",
"Schools should not allow junk food to be sold on campus, so they are not complicit with the obesity trend and dangerous diseases associated with junk food","Schools should not allow junk food to be sold on campus, so",
"Schools should not allow junk food to be sold on campus, so if students want junk food, they will have to bring it themselves.","Schools should not allow junk food to be sold on campus, so",
"Schools should not allow junk food to be sold on campus, so they should provide other healthy snacking options.","Schools should not allow junk food to be sold on campus, so",
"Schools should not allow junk food to be sold on campus, so schools would need to find other ways of generating revenue.","Schools should not allow junk food to be sold on campus, so",
"Schools should not allow junk food to be sold on campus, so they should teach healthier habits and provide healthier snack options.","Schools should not allow junk food to be sold on campus, so",
"Schools should not allow junk food to be sold on campus, so students should find another way to get the junk food.","Schools should not allow junk food to be sold on campus, so",
"Schools should not allow junk food to be sold on campus, so if students really want it, they can get it elsewhere.","Schools should not allow junk food to be sold on campus, so",
"Schools should not allow junk food to be sold on campus, so they have a better chance of a healthier lifestyle.","Schools should not allow junk food to be sold on campus, so",
"Schools should not allow junk food to be sold on campus, so students will eat somewhat less of it, and they will acquire better habits for the future.","Schools should not allow junk food to be sold on campus, so",
"Schools should not allow junk food to be sold on campus, so that young people understand that their diet is apart of lifestyle choices - getting nutritional meals is important and will allow them to live a more healthy life with less medical issues therefore ultimately less stress throughout their life.","Schools should not allow junk food to be sold on campus, so",
"Schools should not allow junk food to be sold on campus, so the children won't have increased incidence of diabetes and tooth decay.","Schools should not allow junk food to be sold on campus, so",
"Schools should not allow junk food to be sold on campus, so students will develop the habit of making healthier choices.","Schools should not allow junk food to be sold on campus, so",
"Schools should not allow junk food to be sold on campus, so they should add more healthy options for kids to eat and drink while removing more junk food and drinks.","Schools should not allow junk food to be sold on campus, so",
"Schools should not allow junk food to be sold on campus, so they should promote healthier eating habits.","Schools should not allow junk food to be sold on campus, so",
"Schools should not allow junk food to be sold on campus, so students will be forced into making healthier dietary choices.","Schools should not allow junk food to be sold on campus, so",
"Schools should not allow junk food to be sold on campus, so it is not as easy to make poor eating choices.","Schools should not allow junk food to be sold on campus, so",
"Schools should not allow junk food to be sold on campus, so they will not be pressured to eat junk.","Schools should not allow junk food to be sold on campus, so",
"Schools should not allow junk food to be sold on campus, so parents can decide whether their children eat like that","Schools should not allow junk food to be sold on campus, so",
"Schools should not allow junk food to be sold on campus, so kids can have access to healthy options that limit the risk of diabetes and other illnesses.","Schools should not allow junk food to be sold on campus, so",
"Schools should not allow junk food to be sold on campus, so that kids will start adopting healthy food choices.","Schools should not allow junk food to be sold on campus, so",
"Schools should not allow junk food to be sold on campus, so kids eating changes.","Schools should not allow junk food to be sold on campus, so",
"Schools should not allow junk food to be sold on campus, so children grow up with the right mindset that junk food is not good for them.","Schools should not allow junk food to be sold on campus, so",
"Schools should not allow junk food to be sold on campus, so that initiative can be taken to improve a healthier diet, thus creating healthier kids.","Schools should not allow junk food to be sold on campus, so",
"Schools should not allow junk food to be sold on campus, so someone needs to step in and evaluate what is being offered at these schools and incorporate some healthy snacks too.","Schools should not allow junk food to be sold on campus, so",
"Schools should not allow junk food to be sold on campus, so they should provide better food to choose from.","Schools should not allow junk food to be sold on campus, so",
"Schools should not allow junk food to be sold on campus, so children can't have addictions to unhealthy foods","Schools should not allow junk food to be sold on campus, so",
"Schools should not allow junk food to be sold on campus, so in order to improve the health of students and to encourage and promote life long healthy eating habits.","Schools should not allow junk food to be sold on campus, so",
"Schools should not allow junk food to be sold on campus, so they should try to incorporate better snack and meal options as a way to compromise.","Schools should not allow junk food to be sold on campus, so",
"Schools should not allow junk food to be sold on campus, so they should sell more nutritious foods instead.","Schools should not allow junk food to be sold on campus, so",
"Schools should not allow junk food to be sold on campus, so kids are not making poor eating decisions.","Schools should not allow junk food to be sold on campus, so",
"Schools should not allow junk food to be sold on campus, so we can see future generations be healthier than this current one.","Schools should not allow junk food to be sold on campus, so",
"Schools should not allow junk food to be sold on campus, so that students are not tempted by junk food when is it easily accessible.","Schools should not allow junk food to be sold on campus, so",
"Schools should not allow junk food to be sold on campus, so they should replace it with some healthier options that are still enjoyed.","Schools should not allow junk food to be sold on campus, so",
"Schools should not allow junk food to be sold on campus, so they should provide some other option to allow students to eat and to generate revenue.","Schools should not allow junk food to be sold on campus, so",
"Schools should not allow junk food to be sold on campus, so the school should provide healthy snacks accompanied by educational posters; however, they should allow junk food to be brought from home.","Schools should not allow junk food to be sold on campus, so",
"Schools should not allow junk food to be sold on campus, so they should cooperate with health professionals to promote healthy eating habits.","Schools should not allow junk food to be sold on campus, so",
"Schools should not allow junk food to be sold on campus, so that kids can be sure to live a healthy life.","Schools should not allow junk food to be sold on campus, so",
"Schools should not allow junk food to be sold on campus, so that students will be more inclined to choose healthier foods and drinks.","Schools should not allow junk food to be sold on campus, so",
"Schools should not allow junk food to be sold on campus, so they have a chance to learn good eating habits","Schools should not allow junk food to be sold on campus, so",
"Schools should not allow junk food to be sold on campus, so they should sell healthy snacks to promote healthy habits.","Schools should not allow junk food to be sold on campus, so",
"Schools should not allow junk food to be sold on campus, so they can promote a healthier eating habit for kids.","Schools should not allow junk food to be sold on campus, so",
"Schools should not allow junk food to be sold on campus, so that we can promote healthier living for generations to come.","Schools should not allow junk food to be sold on campus, so",
"Schools should not allow junk food to be sold on campus, so they should sell healthier snacks, along with providing healthier meals in the cafeteria.","Schools should not allow junk food to be sold on campus, so",
"Schools should not allow junk food to be sold on campus, so they should replace it with more healthy options.","Schools should not allow junk food to be sold on campus, so",
"Schools should not allow junk food to be sold on campus, so at least while at school healthy eating habits will be observed.","Schools should not allow junk food to be sold on campus, so",
"Schools should not allow junk food to be sold on campus, so this would be more healthier and efficient for students.","Schools should not allow junk food to be sold on campus, so",
"Schools should not allow junk food to be sold on campus, so students can have healthier diets while they are at school.","Schools should not allow junk food to be sold on campus, so",
"Schools should not allow junk food to be sold on campus, so that healthy eating habits will be promoted amongst the students.","Schools should not allow junk food to be sold on campus, so",
"Schools should not allow junk food to be sold on campus, so that teens are more likely to make healthy food choices at least while at school","Schools should not allow junk food to be sold on campus, so",
"Schools should not allow junk food to be sold on campus, so we should measure the effectiveness of this decision and try to validate this decision empiracally to justify or reverse our decision.","Schools should not allow junk food to be sold on campus, so",
"Schools should not allow junk food to be sold on campus, so they can create healthy and educated individuals.","Schools should not allow junk food to be sold on campus, so",
"Schools should not allow junk food to be sold on campus, so this would force kids to eat healthier.","Schools should not allow junk food to be sold on campus, so",
"Schools should not allow junk food to be sold on campus, so children can grow in a healthy way.","Schools should not allow junk food to be sold on campus, so",
"Schools should not allow junk food to be sold on campus, so lets make a change and get some healthy food on campus!","Schools should not allow junk food to be sold on campus, so",
"Schools should not allow junk food to be sold on campus, so that children can have healthier lives.","Schools should not allow junk food to be sold on campus, so",
"Schools should not allow junk food to be sold on campus, so AVOID THIS.","Schools should not allow junk food to be sold on campus, so",
"Schools should not allow junk food to be sold on campus, so children are more exposed to a healthy lifestyle.","Schools should not allow junk food to be sold on campus, so",
