In the hierarchical social, the emperor was at the apex of Han society and government.  ||| ('order', '', 'pobj', 'NOUN') 
Was codified in law, and the State Planning Authority was created to oversee development.  ||| ('Town', '', 'compound', 'NOUN') ('planning', '', 'nsubjpass', 'NOUN') 
The 1956 Yiddish, at 865 pages, was a long and angry historical work.  ||| ('version', '', 'nsubj', 'NOUN') 
On 26, the cyclone made landfall on near Trincomalee, Sri Lanka.  ||| ('December', 'DATE', 'pobj', 'PROPN') 
Was replaced by Warren County native John Quincy Burnham.  ||| ('He', '', 'nsubjpass', 'PRON') 
The available for this relied on demolition and water.  ||| ('methods', '', 'nsubj', 'NOUN') 
On 31, he posted a career- high 16 rebounds against the Houston Rockets.  ||| ('January', 'DATE', 'pobj', 'PROPN') 
Was also invited to training camp for the 1991 Canada Cup roster, but was released early.  ||| ('Linden', 'PERSON', 'nsubjpass', 'PROPN') 
Turning from the traditional of tragedy and comedy of manners, these writers reinvented drama by writing masques and pastoral dramas.  ||| ('genres', '', 'pobj', 'NOUN') 
Decided to wait a few days in the hope that the ice would break up.  ||| ('Shackleton', 'GPE', 'nsubj', 'PROPN') 
In the five scored 226 runs, averaging 25.11.  ||| ('Tests', '', 'pobj', 'NOUN') ('Rhodes', '', 'nsubj', 'PROPN') 
Subsequent with South America and an upper- level trough inhibited improvement of the system.  ||| ('interactions', '', 'nsubj', 'NOUN') 
This made the second- strongest hurricane on record to form during the month of November.  ||| ('it', '', 'nsubj', 'PRON') 
As the withdrew toward al- Malihah, they looted the village and set it on fire.  ||| ('French', 'NORP', 'nsubj', 'PROPN') 
In his district refused to elect another representative, and the seat remained vacant throughout the term to which Brown was elected.  ||| ('Voters', '', 'nsubj', 'NOUN') 
One drowned near Cape Hatteras from the rip currents.  ||| ('man', '', 'nsubj', 'NOUN') 
Reasoned that the money could not be spent for its intended purpose, since Kentucky was now a part of the Confederacy.  ||| ('Davis', 'PERSON', 'nsubj', 'PROPN') 
At this, he seems to have settled on leg theory, if not full Bodyline, as his main tactic.  ||| ('stage', '', 'pobj', 'NOUN') 
The ended prematurely because of the outbreak of war in August 1914.  ||| ('season', '', 'nsubj', 'NOUN') 
Some of the escaped the town and sent message to commanders in Louisville of the Confederate occupation of Brandenburg.  ||| ('passengers', '', 'pobj', 'NOUN') 
At the of the gunfire, many of the prisoners thought that it was the Japanese beginning to massacre them.  ||| ('beginning', 'DATE', 'pobj', 'NOUN') 
The posted a losing record in both of these seasons, although they made the playoffs both times.  ||| ('Red', 'ORG', 'compound', 'PROPN') ('Wings', 'ORG', 'nsubj', 'PROPN') 
Their was partially offset by Drew Willy, who lost six yards on three rushing attempts.  ||| ('total', '', 'nsubjpass', 'NOUN') 
Was the eleventh named storm, seventh hurricane, and fifth major hurricane of the 2006 Pacific hurricane season.  ||| ('Hurricane', 'PERSON', 'compound', 'PROPN') ('John', 'PERSON', 'nsubj', 'PROPN') 
Heavy associated with the storm caused a leak in the Alabama State Capitol building roof.  ||| ('rain', '', 'nsubj', 'NOUN') 
A talented, he once topped the season's batting averages ahead of former Australian captain Bob Simpson.  ||| ('batsman', '', 'dep', 'NOUN') 
Skating in 74 in his first season with the Blues, Stastny scored 16 goals to go with 30 assists.  ||| ('games', '', 'pobj', 'NOUN') 
Was the third tropical storm and first hurricane of the 2003 Atlantic hurricane season.  ||| ('Hurricane', 'PERSON', 'compound', 'PROPN') ('Claudette', 'PERSON', 'nsubj', 'PROPN') 
May occur alongside scarce species including lesser centaury, curved hard- grass and sea pearlwort, with soft hornwort in the dykes.  ||| ('They', '', 'nsubj', 'PRON') 
In common with the lower of the River Severn, the Parrett experiences a tidal bore.  ||| ('reaches', '', 'pobj', 'NOUN') 
Who had been held aboard Queen Anne's Revenge, was returned unharmed to Margaret and was allowed to leave with his crew.  ||| ('Bostock', 'PERSON', 'nsubjpass', 'PROPN') 
Two prominent, Donald A. Wollheim and Terry Carr, left in 1971, and in 1972 Ace was sold to Grosset & Dunlap.  ||| ('editors', '', 'nsubj', 'NOUN') 
Five of war were killed by the bombardment.  ||| ('Allied', 'ORG', 'compound', 'PROPN') ('prisoners', '', 'nsubjpass', 'NOUN') 
At the of each performance, she received gifts from the audience including bouquets and floral structures.  ||| ('conclusion', '', 'pobj', 'NOUN') 
Older usually list 3,411 as the hurricane's total count of fatalities, including the Caribbean.  ||| ('sources', '', 'nsubj', 'NOUN') 
Discharged from the in 1863, Goebel's father moved his family to Covington, Kentucky.  ||| ('army', '', 'pobj', 'NOUN') 
Was raised in Grove City, Ohio, where he attended public schools.  ||| ('Cordray', 'ORG', 'nsubjpass', 'PROPN') 
The of the kingdom changed over the centuries.  ||| ('boundaries', '', 'nsubj', 'NOUN') 
These joint comprise units assigned from their service to participate in operations or training exercises.  ||| ('task', '', 'compound', 'NOUN') ('forces', '', 'nsubj', 'NOUN') 
On and off the, he believes that the three most important values are dedication, teamwork and camaraderie.  ||| ('court', '', 'pobj', 'NOUN') 
The of Juan also spawned 15 tornadoes along the Florida Panhandle, causing $ 1 million in damage.  ||| ('outskirts', '', 'nsubj', 'NOUN') 
In 2012, Johnny Vegas and Katherine Parkinson starred in Andrew Lynch's adaptation.  ||| ('July', 'DATE', 'pobj', 'PROPN') 
Also accused him of ceding half the country to the communists.  ||| ('They', '', 'nsubj', 'PRON') 
In, about 75 % of businesses suffered complete destruction.  ||| ('Boynton', 'GPE', 'compound', 'PROPN') ('Beach', 'GPE', 'pobj', 'PROPN') 
After his in the state senate, Wetherby returned to Brighton Engineering, where he eventually became a vice- president.  ||| ('service', '', 'pobj', 'NOUN') 
Many were Dutch, Danish, or other foreigners.  ||| ('crew', '', 'compound', 'NOUN') ('members', '', 'nsubj', 'NOUN') 
From a network of sea- level measuring stations make it possible to confirm or cancel a tsunami warning.  ||| ('Measurements', '', 'nsubj', 'NOUN') 
As before, however,'s defense stiffened and Boston College was forced into a fourth down.  ||| ('Virginia', 'ORG', 'compound', 'PROPN') ('Tech', 'ORG', 'poss', 'PROPN') 
's attempt to return Dyrrhachium to Venice, even if it had failed for the moment, boded ill for the future.  ||| ('Peter', 'PERSON', 'poss', 'PROPN') 
High blowing down trees were responsible for power outages which affected 126,000 people in Northern Ireland.  ||| ('winds', '', 'nsubj', 'NOUN') 
Just as had as baseball commissioner, Chandler faced the issue of racial integration during his second term as governor.  ||| ('he', '', 'nsubj', 'PRON') 
The marked the end of the Matamoros Expedition.  ||| ('battle', '', 'nsubj', 'NOUN') 
Won the combativity award, while Movistar won the team prize.  ||| ('Dumoulin', 'GPE', 'nsubj', 'PROPN') 
Closed by promising that this would be his last statement on the matter.  ||| ('He', '', 'nsubj', 'PRON') 
Downed left about 150,000 people in Maryland.  ||| ('trees', '', 'nsubj', 'NOUN') 
Meanwhile, the quietly had Edgardo confirmed as a Catholic in a private chapel on 13 May 1859.  ||| ('Church', 'ORG', 'nsubj', 'PROPN') 
The issued a statement on behalf of the family instead, which said the police were keeping them informed.  ||| ('police', '', 'nsubj', 'NOUN') 
Were used both to avoid incriminating particular individuals and to allude to popular values and stories.  ||| ('They', '', 'nsubjpass', 'PRON') 
In 1894, the ruling, Thutob Namgyal, transferred the capital to Gangtok.  ||| ('Sikkimese', 'PERSON', 'compound', 'PROPN') ('Chogyal', 'PERSON', 'nsubj', 'PROPN') 
Although the did not change the ride's location, it noted in 1955 that the equipment was showing its age.  ||| ('district', '', 'nsubj', 'NOUN') 
The of Delaware preemptively canceled classes.  ||| ('University', 'ORG', 'nsubj', 'PROPN') 
Assaulting deep inside Zambia was a first for the Rhodesian forces; previously only guerrillas near the border had been attacked.  ||| ('targets', '', 'dobj', 'NOUN') 
The were fraught with irregularities.  ||| ('trials', '', 'nsubj', 'NOUN') 
Over 25 of Somerset's population is concentrated in Taunton, Bridgwater and Yeovil.  ||| ('%', 'PERCENT', 'nsubjpass', 'NOUN') 
After affecting, Sinlaku threatened northern Taiwan, which had been affected by two deadly typhoons in the previous year.  ||| ('Okinawa', 'GPE', 'dobj', 'PROPN') 
The had been tiring for him, and he collapsed with another heart attack shortly after the meal.  ||| ('day', 'DATE', 'nsubj', 'NOUN') 
The cut telegraph communications between Baltimore and surrounding areas.  ||| ('storm', '', 'nsubj', 'NOUN') 
Managed successful re- election campaigns for Senator Cooper in 1960 and Senator Morton in 1962.  ||| ('He', '', 'nsubj', 'PRON') 
Subsequently pass through three years of middle school.  ||| ('students', '', 'nsubj', 'NOUN') 
Aurignacian and Gravettian have also been discovered there, indicating occupation between 50,000 and 20,000 years ago.  ||| ('tools', '', 'nsubjpass', 'NOUN') 
Made two 33-yard field goals and emerged as the top candidate to handle field goals, kickoffs and punts.  ||| ('Senior', '', 'compound', 'PROPN') ('Richmond', 'PERSON', 'compound', 'PROPN') ('McGee', 'PERSON', 'nsubj', 'PROPN') 
The was convinced that the Austrians were conniving to start another war.  ||| ('French', 'ORG', 'compound', 'PROPN') ('Directory', 'ORG', 'nsubj', 'PROPN') 
On 11, 2001, terrorists hijacked American Airlines Flight 77 and deliberately crashed the plane into the Pentagon in nearby Arlington, Virginia.  ||| ('September', 'DATE', 'pobj', 'PROPN') 
Died at White Plains on 17 July 1979.  ||| ('She', '', 'nsubj', 'PRON') 
Signed a contract with Middleton, a club in the Central Lancashire Cricket League.  ||| ('Verity', 'PERSON', 'nsubj', 'PROPN') 
Of his evangelistic activities generated a largely oral tradition, and elements of some stories contradicted others.  ||| ('Stories', '', 'nsubj', 'NOUN') 
The' army later plundered Hampi and reduced it to the ruinous state in which it remains; it was never re- occupied.  ||| ('Sultanates', 'PERSON', 'poss', 'PROPN') 
Only one or two in any given rebel unit knew the true situation.  ||| ('officers', '', 'nsubj', 'NOUN') 
Tropical Six developed on July 19 in the tropical Atlantic Ocean, and was initially forecast to attain hurricane status.  ||| ('Depression', 'ORG', 'nsubj', 'PROPN') 
In the succeeding Mysore Kingdom wrote Vaishnavite works supporting the teachings of Ramanujacharya.  ||| ('Scholars', '', 'nsubj', 'NOUN') 
's total was a career high for him and a California bowl game record.  ||| ('Lyman', 'ORG', 'poss', 'PROPN') 
On 29, he took a ship bound for Ceylon, hoping that he would be able to finish his novel.  ||| ('January', 'DATE', 'pobj', 'PROPN') 
The of the situation meant that Paige only had two- and- a- half weeks in the rehearsal process before her first performance.  ||| ('nature', '', 'nsubj', 'NOUN') 
On 5 2015, he assumed command of the 509th Bomb Wing.  ||| ('June', 'DATE', 'pobj', 'PROPN') 
In 1933 Waugh wrote to Peters from Chagford to say that he intended to call the novel A Handful of Ashes.  ||| ('March', 'DATE', 'pobj', 'PROPN') 
The English of 1902 was badly affected by rain, making batting more difficult.  ||| ('summer', '', 'nsubjpass', 'NOUN') 
Although the affected Trafford, the area did not experience the same rate of growth as the rest of Greater Manchester.  ||| ('Industrial', 'ORG', 'compound', 'PROPN') ('Revolution', 'ORG', 'nsubj', 'PROPN') 
Became the first Belarusian to win a Grand Slam singles title at the Australian Open in 2012.  ||| ('Tennis', '', 'amod', 'PROPN') ('player', '', 'compound', 'NOUN') ('Victoria', 'PERSON', 'compound', 'PROPN') ('Azarenka', 'PERSON', 'nsubj', 'PROPN') 
The English applied, but Nansen wanted only Norwegians, so Jackson organised his own expedition to Franz Josef Land.  ||| ('explorer', '', 'compound', 'NOUN') ('Frederick', 'PERSON', 'compound', 'PROPN') ('Jackson', 'PERSON', 'nsubj', 'PROPN') 
Such are a kind of tactical reverse.  ||| ('events', '', 'nsubj', 'NOUN') 
And Houston Mann opened a toll road to Yosemite Valley in 1856, up the South Fork of the Merced River.  ||| ('Milton', 'PERSON', 'nsubj', 'PROPN') 
Although was not at the time an important military post, its capture had several important results.  ||| ('Fort', 'ORG', 'compound', 'PROPN') ('Ticonderoga', 'ORG', 'nsubj', 'PROPN') 
Around and the Tibetan side, the region has little vegetation besides scattered shrubs.  ||| ('Nathu', 'PERSON', 'compound', 'PROPN') ('La', 'PERSON', 'pobj', 'PROPN') 
In 2002, taught 15 Indian students and more than 500 students in the United States and Europe had studied with him.  ||| ('he', '', 'nsubj', 'PRON') 
Advertising and public relations have been identified as growth industries in Greater Manchester and are concentrated in Manchester and Trafford.  ||| ('Media', '', 'ROOT', 'NOUN') 
Locally sponsored continued to use the name, but lacked the united leadership of the earlier Klan.  ||| ('groups', '', 'nsubj', 'NOUN') 
During its first of service, the 22nd remained at Hall's Hill and became proficient in military drill.  ||| ('winter', '', 'pobj', 'NOUN') 
Since the late 19th, public and private sectors have heavily developed the river.  ||| ('century', 'DATE', 'pobj', 'NOUN') 
No could have a greater asset on his side than Verity.  ||| ('captain', '', 'nsubj', 'NOUN') 
On 20, 1887, the United States began leasing Pearl Harbor.  ||| ('January', 'DATE', 'pobj', 'PROPN') 
A in the storm accompanied the nearby passage of its eye before conditions once again deteriorated.  ||| ('lull', '', 'nsubj', 'NOUN') 
Traditional of government, namely village elders and other indigenous institutions, are dominant.  ||| ('forms', '', 'nsubj', 'NOUN') 
In the of the meeting in Harvest's gardens, the Covenant begin a firefight and the peace talks are shattered.  ||| ('midst', '', 'pobj', 'NOUN') 
Believed this violated their agreement and in retaliation threatened to fire on the village within 2 hours.  ||| ('Bradburn', '', 'nsubj', 'PROPN') 
Suggests a burial rate of one per week.  ||| ('James', 'PERSON', 'compound', 'PROPN') ('Brooke', 'PERSON', 'nsubj', 'PROPN') 
The was made on advice from incoming Governor Isaac Shelby and Henry Clay.  ||| ('appointment', '', 'nsubjpass', 'NOUN') 
An for the new post was held on 15 November 2012, and Independent candidate George Ferguson became Mayor of Bristol.  ||| ('election', '', 'nsubjpass', 'NOUN') 
On 30 called the Claimant to the stand.  ||| ('May', '', 'compound', 'PROPN') ('Ballantine', '', 'nsubj', 'PROPN') 
After the of Worcester to the Parliamentary Forces in July 1646, he retired to Cheshire.  ||| ('surrender', '', 'pobj', 'NOUN') 
A large tropical exited Africa on September 6 and initially failed to develop due to strong easterly shear.  ||| ('wave', '', 'nsubj', 'NOUN') 
Because the's courts were closed on account of the war, he was unable to earn a living by practicing law.  ||| ('state', '', 'poss', 'NOUN') 
In turn, felt that her husband was vulnerable and sought to protect him.  ||| ('Pat', 'PERSON', 'nsubj', 'PROPN') 
Was caring for her eight- year- old son Simon and the two young children of William Eddy and Foster.  ||| ('Levinah', 'PERSON', 'compound', 'PROPN') ('Murphy', 'PERSON', 'nsubj', 'PROPN') 
Before 6 a.m. on, April 6, Johnston's army was deployed for battle, straddling the Corinth Road.  ||| ('Sunday', 'DATE', 'pobj', 'PROPN') 
Subsequently entered a phase of quick intensification while proceeding southeastward, peaking in intensity as a Category 5 severe tropical cyclone.  ||| ('Rewa', '', 'nsubj', 'PROPN') 
The most famous of these is the of the Gods legend told by the Klickitat people.  ||| ('Bridge', '', 'attr', 'PROPN') 
Passes through the communities of Brookings to the north and Harbor to the south, and discharges into the Pacific Ocean.  ||| ('It', '', 'nsubj', 'PRON') 
Tropical then halted for almost a month, until Tropical Storm Melissa formed over the eastern Atlantic Ocean on November 18.  ||| ('cyclogenesis', '', 'nsubj', 'NOUN') 
In 1882 the volksraad decided to elect a new President the following year; Joubert and Kruger emerged as candidates.  ||| ('July', 'DATE', 'pobj', 'PROPN') 
Wanted the Macedonian king to come to the Peloponnese and defeat Cleomenes, in return for control of Acrocorinth.  ||| ('Aratus', 'ORG', 'nsubj', 'PROPN') 
The and the Northern Chamber Orchestra are smaller, though still professional, organisations.  ||| ('Manchester', 'ORG', 'compound', 'PROPN') ('Camerata', 'ORG', 'nsubj', 'PROPN') 
In the main was a faithful adaptation of the novel; the ending was changed to make clear Bond's survival.  ||| ('it', '', 'nsubj', 'PRON') 
Gave his approval to the idea, and in March 1962 met with Nabokov.  ||| ('Waugh', 'PERSON', 'nsubj', 'PROPN') 
By the passed, the ship was clearly a wreck, having been pounded repeatedly by Robust and Magnanime.  ||| ('time', '', 'pobj', 'NOUN') ('they', '', 'nsubj', 'PRON') 
Also topped the Yorkshire bowling averages for county matches.  ||| ('He', '', 'nsubj', 'PRON') 
The total, including dry land, lagoon and reef flat, measures 13 by 2.5 km, or 24 km2.  ||| ('atoll', '', 'compound', 'NOUN') ('area', '', 'nsubj', 'NOUN') 
The planned industrial of the city and the state was first envisaged at the Mysore economic conference in 1911.  ||| ('growth', '', 'nsubjpass', 'NOUN') 
Kicked off to Nevada to start the second half, and the teams again exchanged punts twice.  ||| ('Maryland', 'GPE', 'nsubj', 'PROPN') 
When's original story did not take root, he spread a new rumor that Arthur was born in Canada.  ||| ('Hinman', 'PERSON', 'poss', 'PROPN') 
On 17, while convalescing, he was awarded the Distinguished Flying Cross for his actions in Norway.  ||| ('June', 'DATE', 'pobj', 'PROPN') 
Duetted with Gordon MacRae on a number of songs.  ||| ('She', '', 'nsubj', 'PRON') 
Ca n't batter it into submission, or force inspiration to save you.  ||| ('You', '', 'nsubj', 'PRON') 
More importantly for, the French force had performed well over difficult terrain and under terrible combat conditions.  ||| ('them', '', 'pobj', 'PRON') 
Was completed in 1909 on what was then the city's western edge.  ||| ('It', '', 'nsubjpass', 'PRON') 
By the, it had had fallen below $ 0.60 and by the end of the year to $ 0.45.  ||| ('fall', '', 'pobj', 'NOUN') 
According to, this was the honour that Rutherford prized most.  ||| ('Rutherford', 'ORG', 'compound', 'PROPN') ('biographer', '', 'compound', 'NOUN') ('Douglas', 'PERSON', 'compound', 'PROPN') ('Babcock', 'PERSON', 'pobj', 'PROPN') 
Caught the ball just behind square leg, diving sideways to get two hands to the ball.  ||| ('Hassett', 'ORG', 'nsubj', 'PROPN') 
Took the lead with support from Tate, Rudloff and Garbo.  ||| ('Agent', 'ORG', 'compound', 'PROPN') ('Bronx', 'ORG', 'nsubj', 'PROPN') 
While in, Marsh began competing in the local club cricket competition and his action quickly came under scrutiny.  ||| ('Sydney', 'GPE', 'pobj', 'PROPN') 
At the of the next season, Morris was not made Australian captain despite being the incumbent vice- captain.  ||| ('start', '', 'pobj', 'NOUN') 
His revived a Montreal Canadiens franchise that had struggled to draw fans in the 1930s.  ||| ('exploits', '', 'nsubj', 'NOUN') 
In 1787, helped organize the Cooper's Run Baptist Church near his estate.  ||| ('he', '', 'nsubj', 'PRON') 
At the of Miss Moppet, the kitten is not punished and the mouse dances on the cupboard.  ||| ('end', '', 'pobj', 'NOUN') 
However,'s boat had been holed by shot and was unable to make the short journey.  ||| ('Willoughby', 'PERSON', 'poss', 'PROPN') 
In 1853, the was to elect a successor to Senator Dixon.  ||| ('legislature', '', 'nsubj', 'NOUN') 
This was an English translation of two Latin alchemical works, one by Arthur Dee, the son of John Dee.  ||| ('work', '', 'nsubj', 'NOUN') 
Totaled over $ 2 million.  ||| ('Damage', '', 'nsubj', 'NOUN') 
Hoped to defeat Grant's Army of the Tennessee before the anticipated arrival of General Buell's Army of the Ohio.  ||| ('Johnston', 'PERSON', 'nsubj', 'PROPN') 
Several occurred along the treacherous coastline during this period.  ||| ('shipwrecks', '', 'nsubj', 'NOUN') 
Has applied for dispensation to be allowed to retain her Armenian citizenship.  ||| ('She', '', 'nsubj', 'PRON') 
As the moved forward a blinding hail- and rain- shower hit the battlefield, rendering both sides' muskets useless.  ||| ('brigade', '', 'nsubj', 'NOUN') 
Arrived in Greece on 7 March 1941, with an advance party of Lieutenant General Sir Thomas Blamey's I Corps staff.  ||| ('Wells', 'ORG', 'nsubj', 'PROPN') 
The occupied one cabin, the Eddys and Murphys another, and Reeds and Graveses the third.  ||| ('Breens', 'PERSON', 'nsubj', 'PROPN') 
Only played nine matches, taking 22 wickets at 20.09.  ||| ('He', '', 'nsubj', 'PRON') 
The saw him pitted against Hackett and South Africa's Ryk Neethling in the 400 m freestyle final.  ||| ('opening', '', 'compound', 'NOUN') ('night', '', 'nsubj', 'NOUN') 
The left $ 16.9 million in damage and 40 deaths in southern Texas.  ||| ('hurricane', '', 'nsubj', 'NOUN') 
The of gold and other precious metals in the watershed brought settlers to the region in the 1840s and 1850s.  ||| ('discovery', '', 'nsubj', 'NOUN') 
The following, Baffert said that American Pharoah was healthy and came out of the race in good shape.  ||| ('day', 'DATE', 'npadvmod', 'NOUN') 
Made the qualifying time, but was omitted.  ||| ('He', '', 'nsubj', 'PRON') 
Ethnic constitute 83.7 % of Belarus's total population.  ||| ('Belarusians', '', 'nsubj', 'PROPN') 
Another that helped Tchaikovsky's music become popular was a shift in attitude among Russian audiences.  ||| ('factor', '', 'nsubj', 'NOUN') 
Just offshore, moved parallel to the coastlines of South Carolina and North Carolina on October 17.  ||| ('Irene', 'PERSON', 'nsubj', 'PROPN') 
Then scored 88 in Queensland's reply.  ||| ('Tallon', 'PERSON', 'nsubj', 'PROPN') 
Are almost all classified as rare, vulnerable, or endangered.  ||| ('They', '', 'nsubj', 'PRON') 
A on the eastern tip of Cuba was killed by rough seas while trying to secure his boats.  ||| ('fisherman', '', 'nsubjpass', 'NOUN') 
The washed away a few roads and bridges, and damaged numerous houses and schools, leaving thousands homeless.  ||| ('flooding', '', 'nsubj', 'NOUN') 
Has a temperate climate, with a mild and rainy winter.  ||| ('Coastal', 'ORG', 'compound', 'PROPN') ('British', 'ORG', 'compound', 'PROPN') ('Columbia', 'ORG', 'nsubj', 'PROPN') 
Was transferred to a home in Magelang in December.  ||| ('Sudirman', 'PERSON', 'nsubjpass', 'PROPN') 
The also threatened that if Lambert refused, the French would attack and overwhelm the badly outnumbered British force.  ||| ('message', '', 'nsubj', 'NOUN') 
The has four incorporated towns with a total population of about 3,100, as well as many small unincorporated communities.  ||| ('county', '', 'nsubj', 'NOUN') 
The was expected to be severe, but luckily was not.  ||| ('storm', '', 'nsubjpass', 'NOUN') 
A of eleven of these original stories appeared in the Canadian Super Science Stories.  ||| ('total', '', 'nsubj', 'NOUN') 
The is named after its capital city Vijayanagara, whose ruins surround modern Hampi, now a World Heritage Site in Karnataka.  ||| ('empire', '', 'nsubjpass', 'NOUN') 
At the of 1944, Hammond was posted back to England, where he lectured and drilled cadets.  ||| ('beginning', 'DATE', 'pobj', 'NOUN') 
This includes the that re- opened at the site of the old Town Theater in 2008.  ||| ('Venetian', 'ORG', 'compound', 'PROPN') ('Theatre', 'ORG', 'dobj', 'PROPN') 
After a detailed medical examination, reported that the Claimant possessed a distinctive genital malformation.  ||| ('Lipscomb', 'ORG', 'nsubj', 'PROPN') 
The also expanded southward.  ||| ('Han', 'NORP', 'nsubj', 'PROPN') 
With' encouragement she completed a novel, The Wind Changes, and saw it published by Jonathan Cape in April 1937.  ||| ('Miles', 'PERSON', 'poss', 'PROPN') 
The of people on the frontier were soldiers.  ||| ('majority', '', 'nsubj', 'NOUN') 
Some of- Shehri's elder brothers had visited the United States and could speak English; however, Wail knew little English.  ||| ('Wail', 'PERSON', 'compound', 'PROPN') ('al', 'PERSON', 'compound', 'PROPN') 
As A advanced up the main road, B and C Squadrons swung west.  ||| ('Squadron', 'ORG', 'nsubj', 'PROPN') 
